data,data_str,ano,mes,dia,indice,media,mediana,std,p25,p75,min,max,n_pixels
2021-11-25,20211125,2021,11,25,NDVI,0.2942521274089813,0.2282296121120453,0.2858677804470062,0.0,0.5185888409614563,0.0,0.8739615082740784,31020
2021-12-10,20211210,2021,12,10,NDVI,0.36009645462036133,0.2806229591369629,0.3373071253299713,0.0,0.7303277850151062,0.0,0.9219605326652527,31080
2022-01-19,20220119,2022,1,19,NDVI,0.5208001732826233,0.7862428426742554,0.416891872882843,0.0,0.8852661848068237,0.0,0.9551950693130493,31080
2022-02-23,20220223,2022,2,23,NDVI,0.4712924659252167,0.6590874791145325,0.37985408306121826,0.0,0.8153446912765503,0.0,0.9178907871246338,31020
2022-03-05,20220305,2022,3,5,NDVI,0.43168923258781433,0.46494096517562866,0.3666436970233917,0.0,0.8047521710395813,0.0,0.9033515453338623,31020
2022-04-04,20220404,2022,4,4,NDVI,0.3062790334224701,0.2108829915523529,0.3211734890937805,0.0,0.6125833988189697,0.0,0.9262934327125549,31080
2022-05-29,20220529,2022,5,29,NDVI,0.32528695464134216,0.3135303854942322,0.30195340514183044,0.0,0.555708110332489,0.0,0.8769230842590332,31080
2022-06-23,20220623,2022,6,23,NDVI,0.4128095209598541,0.5163938999176025,0.3471379280090332,0.0,0.7493074536323547,0.0,0.9058458209037781,31020
2022-07-03,20220703,2022,7,3,NDVI,0.4192345142364502,0.5392123460769653,0.35101374983787537,0.0,0.7595141530036926,0.0,0.91946941614151,31020
2022-08-02,20220802,2022,8,2,NDVI,0.3791655898094177,0.4588029682636261,0.3213404715061188,0.0,0.674061119556427,0.0,0.8787878751754761,31020
2022-09-01,20220901,2022,9,1,NDVI,0.33637499809265137,0.4040723443031311,0.28709790110588074,0.0,0.5527523159980774,0.0,0.8475286364555359,31080
