indice,,data,data_str,ano,mes,media,mediana,std,n_pixels,media_sazonal,std_sazonal,n,anomalia,z_score,classificacao
NDVI,68,2025-12-04,20251204,2025,12,0.2551107704639435,0.2224670946598053,0.26779597997665405,31080,0.3927469253540039,0.09048926085233688,5,-0.13763615489006042,-1.5210219621658325,Muito abaixo
EVI,0,2020-01-15,20200115,2020,1,0.2230086108732771,0.196037752638326,0.2163886897171704,31080,0.3015449765790158,0.06638059370209973,5,-0.07853636570573869,-1.1831223754670102,Abaixo
EVI,1,2020-02-14,20200214,2020,2,0.36617533270301356,0.45071791318098076,0.3161770890199756,31080,0.40311986140632483,0.11161607661514795,5,-0.036944528703311275,-0.3309964820811248,Normal
EVI,2,2020-03-25,20200325,2020,3,0.3804755718955975,0.49687096403980413,0.3151501086220147,31080,0.32899769487595376,0.1005448574397855,6,0.051477877019643736,0.5119891591717947,Acima
EVI,3,2020-04-04,20200404,2020,4,0.3078575240172543,0.3799922449733707,0.25671489236830014,31080,0.20919780439324223,0.04941691636604911,6,0.09865971962401207,1.996476649680113,Muito acima
EVI,4,2020-05-19,20200519,2020,5,0.15575057748069282,0.1240413372465776,0.16445400483429204,31080,0.20836482156360572,0.046966662161651164,6,-0.0526142440829129,-1.1202466102833482,Abaixo
EVI,5,2020-06-13,20200613,2020,6,0.22891396284103394,0.16839991509914398,0.12607306241989136,19277,0.28095971130881,0.07386130999548632,6,-0.05204574846777604,-0.7046415568713386,Abaixo
EVI,6,2020-07-23,20200723,2020,7,0.18944166109658234,0.20122691054324876,0.17072523661456682,31080,0.25408619346565037,0.08095806597633771,6,-0.06464453236906803,-0.7984940300817244,Abaixo
EVI,7,2020-08-27,20200827,2020,8,0.16950782833746497,0.15874644338839283,0.15855615234224577,31080,0.2719252403018913,0.07126615198022924,6,-0.10241741196442633,-1.4371115756725452,Abaixo
EVI,8,2020-09-26,20200926,2020,9,0.23010650277137756,0.1765066683292389,0.11850309371948242,19277,0.1957447805110444,0.05432609190082984,6,0.034361722260333155,0.6325086355016875,Acima
EVI,9,2020-10-01,20201001,2020,10,0.23421917855739594,0.1782623827457428,0.1268858164548874,19277,0.18752406287134496,0.037007352304274634,6,0.046695115686050975,1.2617794243188085,Acima
EVI,10,2020-11-25,20201125,2020,11,0.21478000901236366,0.18908595408494894,0.1975531870261088,31080,0.22385100515373205,0.04995087456824069,6,-0.009070996141368387,-0.18159834476923903,Normal
EVI,11,2020-12-30,20201230,2020,12,0.6999430656433105,0.6477055549621582,0.23621390759944916,19277,0.35422676780197515,0.20656809948121485,5,0.3457162978413354,1.6736190084992992,Muito acima
EVI,12,2021-01-04,20210104,2021,1,0.3674206154903731,0.4499420198316686,0.31965876591638914,31080,0.3015449765790158,0.06638059370209973,5,0.06587563891135728,0.9923930359374524,Acima
EVI,13,2021-02-23,20210223,2021,2,0.24726511080048974,0.26580362576081773,0.2170465721330314,31080,0.40311986140632483,0.11161607661514795,5,-0.1558547506058351,-1.3963467927942137,Abaixo
EVI,14,2021-03-10,20210310,2021,3,0.17912894158677597,0.1288283210256599,0.19136675434884262,31080,0.32899769487595376,0.1005448574397855,6,-0.1498687532891778,-1.4905660727494838,Abaixo
EVI,15,2021-04-09,20210409,2021,4,0.1759498843770203,0.13579239164707607,0.1829900506161692,31080,0.20919780439324223,0.04941691636604911,6,-0.03324792001622193,-0.6728044253093913,Abaixo
EVI,16,2021-05-09,20210509,2021,5,0.18993857260240551,0.16468806649865148,0.18221857598755103,31080,0.20836482156360572,0.046966662161651164,6,-0.01842624896120021,-0.3923261333279387,Normal
EVI,17,2021-06-03,20210603,2021,6,0.24073729956991574,0.30387669072379864,0.20329093764253703,31080,0.28095971130881,0.07386130999548632,6,-0.04022241173889424,-0.5445667256829352,Abaixo
EVI,18,2021-07-23,20210723,2021,7,0.2331090409312112,0.27863253351035444,0.20305443454925542,31080,0.25408619346565037,0.08095806597633771,6,-0.02097715253443916,-0.259111334756568,Normal
EVI,19,2021-08-22,20210822,2021,8,0.2609569728374481,0.24787844717502594,0.07782786339521408,19277,0.2719252403018913,0.07126615198022924,6,-0.010968267464443182,-0.15390570642127577,Normal
EVI,20,2021-09-06,20210906,2021,9,0.15223822939738701,0.15278300116575966,0.14563315473022057,31080,0.1957447805110444,0.05432609190082984,6,-0.043506551113657393,-0.8008408039561709,Abaixo
EVI,21,2021-10-06,20211006,2021,10,0.16267732044761105,0.1218028404080994,0.16743376697162346,31080,0.18752406287134496,0.037007352304274634,6,-0.024846742423733914,-0.6714001644712076,Abaixo
EVI,22,2021-11-25,20211125,2021,11,0.32019826769828796,0.3289167284965515,0.14713503420352936,19277,0.22385100515373205,0.04995087456824069,6,0.09634726254455592,1.928840353194027,Muito acima
EVI,23,2021-12-10,20211210,2021,12,0.24279371606143074,0.18065128355982457,0.23694294402144866,31080,0.35422676780197515,0.20656809948121485,5,-0.11143305174054441,-0.5394494697893952,Abaixo
EVI,24,2022-01-19,20220119,2022,1,0.37044881003218316,0.4341037058901669,0.31903432913220703,31080,0.3015449765790158,0.06638059370209973,5,0.06890383345316736,1.0380117080963653,Acima
EVI,25,2022-02-23,20220223,2022,2,0.5548503994941711,0.520146369934082,0.14859448373317719,19277,0.40311986140632483,0.11161607661514795,5,0.1517305380878463,1.3593968063490796,Acima
EVI,26,2022-03-05,20220305,2022,3,0.47706711292266846,0.48340439796447754,0.18554992973804474,19277,0.32899769487595376,0.1005448574397855,6,0.1480694180467147,1.4726702271709002,Acima
EVI,27,2022-04-04,20220404,2022,4,0.17957211779954813,0.11625390149100664,0.2072668263871046,31080,0.20919780439324223,0.04941691636604911,6,-0.029625686593694106,-0.5995049625161928,Abaixo
EVI,28,2022-05-29,20220529,2022,5,0.18499497352656896,0.184448688760197,0.17074427703327333,31080,0.20836482156360572,0.046966662161651164,6,-0.02336984803703676,-0.49758375327166676,Normal
EVI,29,2022-06-23,20220623,2022,6,0.40021270513534546,0.41255491971969604,0.11370998620986938,19277,0.28095971130881,0.07386130999548632,6,0.11925299382653548,1.6145529213308436,Muito acima
EVI,30,2022-07-03,20220703,2022,7,0.4158588945865631,0.4166984260082245,0.12528596818447113,19277,0.25408619346565037,0.08095806597633771,6,0.16177270112091274,1.998228331790873,Muito acima
EVI,31,2022-08-02,20220802,2022,8,0.35087260603904724,0.35530218482017517,0.09475187212228775,19277,0.2719252403018913,0.07126615198022924,6,0.07894736573715594,1.1077820752698648,Acima
EVI,32,2022-09-01,20220901,2022,9,0.19255585180327597,0.22593922881789982,0.16493794358524666,31080,0.1957447805110444,0.05432609190082984,6,-0.0031889287077684347,-0.05869976278782762,Normal
EVI,33,2022-10-26,20221026,2022,10,0.18594745493089837,0.15357315576018715,0.17878066164610257,31080,0.18752406287134496,0.037007352304274634,6,-0.0015766079404465894,-0.042602559823348374,Normal
EVI,34,2022-11-10,20221110,2022,11,0.19649865553831355,0.19106577124323174,0.1893324419584044,31080,0.22385100515373205,0.04995087456824069,6,-0.027352349615418492,-0.5475849992986792,Abaixo
EVI,35,2022-12-10,20221210,2022,12,0.37483342174207684,0.4832021569216266,0.31486070123133797,31080,0.35422676780197515,0.20656809948121485,5,0.020606653940101693,0.09975719383512868,Normal
EVI,36,2023-02-08,20230208,2023,2,0.4361345326371327,0.5170105789426153,0.365511497428983,31080,0.40311986140632483,0.11161607661514795,5,0.03301467123080787,0.29578777746007323,Normal
EVI,37,2023-03-25,20230325,2023,3,0.298221617937088,0.2330956608057022,0.16293580830097198,19277,0.32899769487595376,0.1005448574397855,6,-0.03077607693886575,-0.30609299891142605,Normal
EVI,38,2023-04-04,20230404,2023,4,0.20041855341590525,0.17342563091558447,0.19880634329985128,31080,0.20919780439324223,0.04941691636604911,6,-0.008779250977336978,-0.1776567949385159,Normal
EVI,39,2023-05-24,20230524,2023,5,0.21565896083620617,0.1921335959258677,0.19697192834887695,31080,0.20836482156360572,0.046966662161651164,6,0.007294139272600447,0.15530461261000997,Normal
EVI,40,2023-06-28,20230628,2023,6,0.2357880576913129,0.31375760646855055,0.19702832999175038,31080,0.28095971130881,0.07386130999548632,6,-0.04517165361749709,-0.6115739569235576,Abaixo
EVI,41,2023-07-13,20230713,2023,7,0.23315953431489325,0.3106005461249286,0.19428856419754212,31080,0.25408619346565037,0.08095806597633771,6,-0.020926659150757115,-0.25848763675843645,Normal
EVI,42,2023-08-17,20230817,2023,8,0.2574027478694916,0.22634725272655487,0.09857785701751709,19277,0.2719252403018913,0.07126615198022924,6,-0.014522492432399725,-0.20377825978914332,Normal
EVI,43,2023-09-11,20230911,2023,9,0.1728179727825722,0.1275836545217917,0.16306976180418198,31080,0.1957447805110444,0.05432609190082984,6,-0.02292680772847222,-0.42202203262337024,Normal
EVI,44,2023-10-11,20231011,2023,10,0.22885396962896898,0.18782255500948672,0.21105636859212773,31080,0.18752406287134496,0.037007352304274634,6,0.04132990675762402,1.1168025860863895,Acima
EVI,45,2023-11-05,20231105,2023,11,0.1996057152540898,0.16598580881783503,0.20558181722366214,31080,0.22385100515373205,0.04995087456824069,6,-0.024245289899642253,-0.48538269067780593,Normal
EVI,46,2023-12-20,20231220,2023,12,0.28079741979501777,0.34895756879142137,0.2364995581543475,31080,0.35422676780197515,0.20656809948121485,5,-0.07342934800695738,-0.3554728353088953,Normal
EVI,47,2024-01-09,20240109,2024,1,0.29328029300381975,0.3857982384522007,0.2429513641566961,31080,0.3015449765790158,0.06638059370209973,5,-0.008264683575196052,-0.12450451426038732,Normal
EVI,48,2024-03-14,20240314,2024,3,0.3540816307067871,0.3325309455394745,0.15586896240711212,19277,0.32899769487595376,0.1005448574397855,6,0.025083935830833348,0.2494800477076181,Normal
EVI,49,2024-04-28,20240428,2024,4,0.20077137059490202,0.1588977599891782,0.1996078287349732,31080,0.20919780439324223,0.04941691636604911,6,-0.00842643379834021,-0.17051719164187712,Normal
EVI,50,2024-05-13,20240513,2024,5,0.20992541737495474,0.1780214937641873,0.20265894017688557,31080,0.20836482156360572,0.046966662161651164,6,0.0015605958113490137,0.03322773515345229,Normal
EVI,51,2024-06-07,20240607,2024,6,0.2329403898301414,0.27774308991610164,0.20158815514860287,31080,0.28095971130881,0.07386130999548632,6,-0.04801932147866858,-0.6501282130198213,Abaixo
EVI,52,2024-07-22,20240722,2024,7,0.22954720884063728,0.28038225241151604,0.195626835149292,31080,0.25408619346565037,0.08095806597633771,6,-0.024538984625013083,-0.3031073473541882,Normal
EVI,53,2024-08-21,20240821,2024,8,0.35616567730903625,0.37753111124038696,0.09476771205663681,19277,0.2719252403018913,0.07126615198022924,6,0.08424043700714495,1.1820539578243967,Acima
EVI,54,2024-09-30,20240930,2024,9,0.28592026233673096,0.24954400956630707,0.09815818071365356,19277,0.1957447805110444,0.05432609190082984,6,0.09017548182568655,1.659892671652111,Muito acima
EVI,55,2024-10-05,20241005,2024,10,0.17158755154165248,0.19028468473528878,0.1612147862406224,31080,0.18752406287134496,0.037007352304274634,6,-0.015936511329692482,-0.4306309513488673,Normal
EVI,56,2024-11-19,20241119,2024,11,0.22986440706580175,0.21744672540439508,0.21712001935616027,31080,0.22385100515373205,0.04995087456824069,6,0.006013401912069699,0.12038631883921179,Normal
EVI,57,2025-01-08,20250108,2025,1,0.25356655349542584,0.29015995739290584,0.22157165393579337,31080,0.3015449765790158,0.06638059370209973,5,-0.04797842308358996,-0.7227778543064209,Abaixo
EVI,58,2025-02-17,20250217,2025,2,0.41117393139681696,0.48703136721145357,0.3482763174856491,31080,0.40311986140632483,0.11161607661514795,5,0.00805406999049213,0.07215869106618529,Normal
EVI,59,2025-03-09,20250309,2025,3,0.28501129420680554,0.33424547584178843,0.24744724206808769,31080,0.32899769487595376,0.1005448574397855,6,-0.04398640066914822,-0.43748036238940297,Normal
EVI,60,2025-04-08,20250408,2025,4,0.19061737615482344,0.12935751279410015,0.20191451379274275,31080,0.20919780439324223,0.04941691636604911,6,-0.018580428238418795,-0.3759932752741347,Normal
EVI,61,2025-05-13,20250513,2025,5,0.2939204275608063,0.2633571922779083,0.15123502910137177,19277,0.20836482156360572,0.046966662161651164,6,0.08555560599720055,1.8216241491194942,Muito acima
