idplanmed,idestcub,idfustemed,plantio,numarv,datamedicao,dap,ht,seq,hi,dicc1,dicc2,espcasca
3,2,70,3,103,2005-08-10,"19,2","29,4",1,"0,1","24,4","24,4","1,3"
3,2,70,3,103,2005-08-10,"19,2","29,4",2,"0,7","19,6","19,6","0,7"
3,2,70,3,103,2005-08-10,"19,2","29,4",3,"1,3","19,2","19,2","0,5"
3,2,70,3,103,2005-08-10,"19,2","29,4",4,2,"18,55","18,55","0,5"
3,2,70,3,103,2005-08-10,"19,2","29,4",5,4,"17,3","17,3","0,4"
3,2,70,3,103,2005-08-10,"19,2","29,4",6,6,"16,5","16,5","0,4"
3,2,70,3,103,2005-08-10,"19,2","29,4",7,8,"15,35","15,35","0,4"
3,2,70,3,103,2005-08-10,"19,2","29,4",8,10,"14,4","14,4","0,3"
3,2,70,3,103,2005-08-10,"19,2","29,4",9,12,"13,9","13,9","0,3"
3,2,70,3,103,2005-08-10,"19,2","29,4",10,14,"12,2","12,2","0,3"
3,2,70,3,103,2005-08-10,"19,2","29,4",11,16,"11,45","11,45","0,3"
3,2,70,3,103,2005-08-10,"19,2","29,4",12,18,"10,15","10,15","0,3"
3,2,70,3,103,2005-08-10,"19,2","29,4",13,20,"8,8","8,8","0,2"
3,2,70,3,103,2005-08-10,"19,2","29,4",14,22,"7,65","7,65","0,2"
3,2,70,3,103,2005-08-10,"19,2","29,4",15,24,"6,25","6,25","0,2"
3,2,70,3,103,2005-08-10,"19,2","29,4",16,26,"4,5","4,5","0,2"
3,2,71,3,106,2005-08-10,"13,8","23,8",1,"0,1","17,6","17,6","0,9"
3,2,71,3,106,2005-08-10,"13,8","23,8",2,"0,7","14,2","14,2","0,7"
3,2,71,3,106,2005-08-10,"13,8","23,8",3,"1,3","13,8","13,8","0,4"
3,2,71,3,106,2005-08-10,"13,8","23,8",4,2,"13,35","13,35","0,3"
3,2,71,3,106,2005-08-10,"13,8","23,8",5,4,"12,75","12,75","0,3"
3,2,71,3,106,2005-08-10,"13,8","23,8",6,6,"11,6","11,6","0,3"
3,2,71,3,106,2005-08-10,"13,8","23,8",7,8,"10,65","10,65","0,3"
3,2,71,3,106,2005-08-10,"13,8","23,8",8,10,"9,6","9,6","0,3"
3,2,71,3,106,2005-08-10,"13,8","23,8",9,12,"8,05","8,05","0,3"
3,2,71,3,106,2005-08-10,"13,8","23,8",10,14,"6,65","6,65","0,3"
3,2,71,3,106,2005-08-10,"13,8","23,8",11,16,"5,5","5,5","0,2"
3,2,72,3,190,2004-12-01,"13,4","23,5",1,"0,1","16,8","16,8","0,9"
3,2,72,3,190,2004-12-01,"13,4","23,5",2,"0,7","14,5","14,5","0,7"
3,2,72,3,190,2004-12-01,"13,4","23,5",3,"1,3","13,4","13,4","0,6"
3,2,72,3,190,2004-12-01,"13,4","23,5",4,2,"12,2","12,2","0,6"
3,2,72,3,190,2004-12-01,"13,4","23,5",5,4,"11,6","11,6","0,4"
3,2,72,3,190,2004-12-01,"13,4","23,5",6,6,"10,9","10,9","0,4"
3,2,72,3,190,2004-12-01,"13,4","23,5",7,8,"10,1","10,1","0,3"
3,2,72,3,190,2004-12-01,"13,4","23,5",8,10,"9,3","9,3","0,3"
3,2,72,3,190,2004-12-01,"13,4","23,5",9,12,"8,4","8,4","0,3"
3,2,72,3,190,2004-12-01,"13,4","23,5",10,14,"7,1","7,1","0,2"
3,2,72,3,190,2004-12-01,"13,4","23,5",11,16,"6,1","6,1","0,2"
3,2,72,3,190,2004-12-01,"13,4","23,5",12,18,"5,3","5,3","0,2"
3,2,72,3,190,2004-12-01,"13,4","23,5",13,20,"3,9","3,9","0,2"
3,2,73,3,195,2004-12-01,"22,4","29,7",1,"0,1","26,4","26,4","1,4"
3,2,73,3,195,2004-12-01,"22,4","29,7",2,"0,7","23,8","23,8","0,9"
3,2,73,3,195,2004-12-01,"22,4","29,7",3,"1,3","22,4","22,4","0,8"
3,2,73,3,195,2004-12-01,"22,4","29,7",4,2,"20,4","20,4","0,7"
3,2,73,3,195,2004-12-01,"22,4","29,7",5,4,19,19,"0,5"
3,2,73,3,195,2004-12-01,"22,4","29,7",6,6,"18,2","18,2","0,5"
3,2,73,3,195,2004-12-01,"22,4","29,7",7,8,"17,3","17,3","0,5"
3,2,73,3,195,2004-12-01,"22,4","29,7",8,10,"16,3","16,3","0,5"
3,2,73,3,195,2004-12-01,"22,4","29,7",9,12,"14,9","14,9","0,5"
3,2,73,3,195,2004-12-01,"22,4","29,7",10,14,"13,8","13,8","0,4"
3,2,73,3,195,2004-12-01,"22,4","29,7",11,16,"12,7","12,7","0,4"
3,2,73,3,195,2004-12-01,"22,4","29,7",12,18,"11,8","11,8","0,3"
3,2,73,3,195,2004-12-01,"22,4","29,7",13,20,"10,3","10,3","0,3"
3,2,73,3,195,2004-12-01,"22,4","29,7",14,22,"8,7","8,7","0,3"
3,2,73,3,195,2004-12-01,"22,4","29,7",15,24,"7,1","7,1","0,3"
3,2,73,3,195,2004-12-01,"22,4","29,7",16,26,"5,9","5,9","0,3"
3,2,74,3,430,2003-03-07,"16,2","27,4",1,"0,1","19,9","19,9",0
3,2,74,3,430,2003-03-07,"16,2","27,4",2,"0,7","16,9","16,9",0
3,2,74,3,430,2003-03-07,"16,2","27,4",3,"1,3","16,2","16,2",0
3,2,74,3,430,2003-03-07,"16,2","27,4",4,2,15,15,0
3,2,74,3,430,2003-03-07,"16,2","27,4",5,4,"14,3","14,3",0
3,2,74,3,430,2003-03-07,"16,2","27,4",6,6,"13,5","13,5",0
3,2,74,3,430,2003-03-07,"16,2","27,4",7,8,"12,8","12,8",0
3,2,74,3,430,2003-03-07,"16,2","27,4",8,10,"12,2","12,2",0
3,2,74,3,430,2003-03-07,"16,2","27,4",9,12,"11,3","11,3",0
3,2,74,3,430,2003-03-07,"16,2","27,4",10,14,"10,2","10,2",0
3,2,74,3,430,2003-03-07,"16,2","27,4",11,16,"9,2","9,2",0
3,2,74,3,430,2003-03-07,"16,2","27,4",12,18,"8,3","8,3",0
3,2,74,3,430,2003-03-07,"16,2","27,4",13,20,"7,2","7,2",0
3,2,74,3,430,2003-03-07,"16,2","27,4",14,22,6,6,0
3,2,74,3,430,2003-03-07,"16,2","27,4",15,24,"4,3","4,3",0
3,2,74,3,430,2003-03-07,"16,2","27,4",16,26,"2,3","2,3",0
3,2,75,3,476,2005-09-05,"9,9","20,1",1,"0,1","11,75","11,75","0,8"
3,2,75,3,476,2005-09-05,"9,9","20,1",2,"0,7","10,25","10,25","0,3"
3,2,75,3,476,2005-09-05,"9,9","20,1",3,"1,3","9,9","9,9","0,3"
3,2,75,3,476,2005-09-05,"9,9","20,1",4,2,"9,6","9,6","0,3"
3,2,75,3,476,2005-09-05,"9,9","20,1",5,4,"8,8","8,8","0,3"
3,2,75,3,476,2005-09-05,"9,9","20,1",6,6,"8,2","8,2","0,3"
3,2,75,3,476,2005-09-05,"9,9","20,1",7,8,"7,5","7,5","0,3"
3,2,75,3,476,2005-09-05,"9,9","20,1",8,10,"6,6","6,6","0,2"
3,2,75,3,476,2005-09-05,"9,9","20,1",9,12,"5,6","5,6","0,2"
3,2,75,3,476,2005-09-05,"9,9","20,1",10,14,"4,8","4,8","0,2"
3,2,75,3,476,2005-09-05,"9,9","20,1",11,16,"3,8","3,8","0,2"
3,2,76,3,482,2005-09-05,"18,5","24,6",1,"0,1","24,15","24,15","1,9"
3,2,76,3,482,2005-09-05,"18,5","24,6",2,"0,7",19,19,"0,6"
3,2,76,3,482,2005-09-05,"18,5","24,6",3,"1,3","18,5","18,5","0,6"
3,2,76,3,482,2005-09-05,"18,5","24,6",4,2,"17,1","17,1","0,5"
3,2,76,3,482,2005-09-05,"18,5","24,6",5,4,"15,4","15,4","0,5"
3,2,76,3,482,2005-09-05,"18,5","24,6",6,6,"14,8","14,8","0,5"
3,2,76,3,482,2005-09-05,"18,5","24,6",7,8,14,14,"0,4"
3,2,76,3,482,2005-09-05,"18,5","24,6",8,10,"12,7","12,7","0,4"
3,2,76,3,482,2005-09-05,"18,5","24,6",9,12,"11,7","11,7","0,4"
3,2,76,3,482,2005-09-05,"18,5","24,6",10,14,"10,6","10,6","0,4"
3,2,76,3,482,2005-09-05,"18,5","24,6",11,16,"9,2","9,2","0,4"
3,2,76,3,482,2005-09-05,"18,5","24,6",12,18,"8,3","8,3","0,4"
3,2,76,3,482,2005-09-05,"18,5","24,6",13,20,"6,3","6,3","0,4"
3,2,76,3,482,2005-09-05,"18,5","24,6",14,22,"3,6","3,6","0,2"
3,2,77,3,615,2006-11-03,"17,2","29,6",1,"0,1",21,21,1
3,2,77,3,615,2006-11-03,"17,2","29,6",2,"0,7","18,1","18,1","0,7"
3,2,77,3,615,2006-11-03,"17,2","29,6",3,"1,3","17,2","17,2","0,4"
3,2,77,3,615,2006-11-03,"17,2","29,6",4,2,"16,75","16,75","0,4"
3,2,77,3,615,2006-11-03,"17,2","29,6",5,4,"15,7","15,7","0,4"
3,2,77,3,615,2006-11-03,"17,2","29,6",6,6,"14,75","14,75","0,3"
3,2,77,3,615,2006-11-03,"17,2","29,6",7,8,"14,15","14,15","0,3"
3,2,77,3,615,2006-11-03,"17,2","29,6",8,10,"13,45","13,45","0,3"
3,2,77,3,615,2006-11-03,"17,2","29,6",9,12,"12,25","12,25","0,3"
3,2,77,3,615,2006-11-03,"17,2","29,6",10,14,"11,25","11,25","0,3"
3,2,77,3,615,2006-11-03,"17,2","29,6",11,16,"10,55","10,55","0,2"
3,2,77,3,615,2006-11-03,"17,2","29,6",12,18,"9,35","9,35","0,2"
3,2,77,3,615,2006-11-03,"17,2","29,6",13,20,9,9,"0,2"
3,2,77,3,615,2006-11-03,"17,2","29,6",14,22,"7,3","7,3","0,2"
3,2,77,3,615,2006-11-03,"17,2","29,6",15,24,"5,95","5,95","0,2"
3,2,77,3,615,2006-11-03,"17,2","29,6",16,26,"4,6","4,6","0,2"
3,2,78,3,622,2006-11-03,"16,9","27,6",1,"0,1","20,5","20,5",1
3,2,78,3,622,2006-11-03,"16,9","27,6",2,"0,7",18,18,"0,5"
3,2,78,3,622,2006-11-03,"16,9","27,6",3,"1,3","16,9","16,9","0,4"
3,2,78,3,622,2006-11-03,"16,9","27,6",4,2,"16,3","16,3","0,4"
3,2,78,3,622,2006-11-03,"16,9","27,6",5,4,"15,05","15,05","0,4"
3,2,78,3,622,2006-11-03,"16,9","27,6",6,6,"14,2","14,2","0,4"
3,2,78,3,622,2006-11-03,"16,9","27,6",7,8,"13,45","13,45","0,3"
3,2,78,3,622,2006-11-03,"16,9","27,6",8,10,"12,55","12,55","0,3"
3,2,78,3,622,2006-11-03,"16,9","27,6",9,12,"11,75","11,75","0,3"
3,2,78,3,622,2006-11-03,"16,9","27,6",10,14,"10,6","10,6","0,3"
3,2,78,3,622,2006-11-03,"16,9","27,6",11,16,"9,75","9,75","0,3"
3,2,78,3,622,2006-11-03,"16,9","27,6",12,18,"8,95","8,95","0,3"
3,2,78,3,622,2006-11-03,"16,9","27,6",13,20,"7,4","7,4","0,3"
3,2,78,3,622,2006-11-03,"16,9","27,6",14,22,"6,3","6,3","0,3"
3,2,78,3,622,2006-11-03,"16,9","27,6",15,24,"4,9","4,9","0,2"
3,2,79,3,659,2003-11-10,"17,1","27,3",1,"0,1","21,4","21,4","1,1"
3,2,79,3,659,2003-11-10,"17,1","27,3",2,"0,7",18,18,"0,7"
3,2,79,3,659,2003-11-10,"17,1","27,3",3,"1,3","17,1","17,1","0,5"
3,2,79,3,659,2003-11-10,"17,1","27,3",4,2,"15,1","15,1","0,5"
3,2,79,3,659,2003-11-10,"17,1","27,3",5,4,"14,5","14,5","0,4"
3,2,79,3,659,2003-11-10,"17,1","27,3",6,6,14,14,"0,4"
3,2,79,3,659,2003-11-10,"17,1","27,3",7,8,"13,1","13,1","0,4"
3,2,79,3,659,2003-11-10,"17,1","27,3",8,10,"12,7","12,7","0,3"
3,2,79,3,659,2003-11-10,"17,1","27,3",9,12,"11,7","11,7","0,3"
3,2,79,3,659,2003-11-10,"17,1","27,3",10,14,"10,4","10,4","0,3"
3,2,79,3,659,2003-11-10,"17,1","27,3",11,16,"9,6","9,6","0,3"
3,2,79,3,659,2003-11-10,"17,1","27,3",12,18,"8,4","8,4","0,3"
3,2,79,3,659,2003-11-10,"17,1","27,3",13,20,"7,3","7,3","0,3"
3,2,79,3,659,2003-11-10,"17,1","27,3",14,22,"6,1","6,1","0,2"
3,2,79,3,659,2003-11-10,"17,1","27,3",15,24,"4,4","4,4","0,2"
3,2,81,3,703,2003-08-10,20,"26,3",1,"0,1",22,22,"0,7"
3,2,81,3,703,2003-08-10,20,"26,3",2,"0,7","21,5","21,5","0,5"
3,2,81,3,703,2003-08-10,20,"26,3",3,"1,3",20,20,"0,5"
3,2,81,3,703,2003-08-10,20,"26,3",4,2,"18,8","18,8","0,5"
3,2,81,3,703,2003-08-10,20,"26,3",5,4,"17,5","17,5","0,4"
3,2,81,3,703,2003-08-10,20,"26,3",6,6,"16,7","16,7","0,4"
3,2,81,3,703,2003-08-10,20,"26,3",7,8,"15,7","15,7","0,4"
3,2,81,3,703,2003-08-10,20,"26,3",8,10,"14,2","14,2","0,4"
3,2,81,3,703,2003-08-10,20,"26,3",9,12,"12,8","12,8","0,4"
3,2,81,3,703,2003-08-10,20,"26,3",10,14,"11,8","11,8","0,3"
3,2,81,3,703,2003-08-10,20,"26,3",11,16,10,10,"0,3"
3,2,81,3,703,2003-08-10,20,"26,3",12,18,8,8,"0,3"
3,2,81,3,703,2003-08-10,20,"26,3",13,20,"5,5","5,5","0,3"
3,2,81,3,703,2003-08-10,20,"26,3",14,22,3,3,"0,2"
3,2,82,3,734,2005-09-15,"19,7","26,5",1,"0,1","24,65","24,65","1,5"
3,2,82,3,734,2005-09-15,"19,7","26,5",2,"0,7","20,35","20,35","0,7"
3,2,82,3,734,2005-09-15,"19,7","26,5",3,"1,3","19,7","19,7","0,7"
3,2,82,3,734,2005-09-15,"19,7","26,5",4,2,"19,3","19,3","0,6"
3,2,82,3,734,2005-09-15,"19,7","26,5",5,4,"17,55","17,55","0,5"
3,2,82,3,734,2005-09-15,"19,7","26,5",6,6,"16,75","16,75","0,5"
3,2,82,3,734,2005-09-15,"19,7","26,5",7,8,"15,5","15,5","0,5"
3,2,82,3,734,2005-09-15,"19,7","26,5",8,10,"14,45","14,45","0,4"
3,2,82,3,734,2005-09-15,"19,7","26,5",9,12,"13,65","13,65","0,4"
3,2,82,3,734,2005-09-15,"19,7","26,5",10,14,"12,55","12,55","0,4"
3,2,82,3,734,2005-09-15,"19,7","26,5",11,16,"11,15","11,15","0,4"
3,2,82,3,734,2005-09-15,"19,7","26,5",12,18,"9,9","9,9","0,4"
3,2,82,3,734,2005-09-15,"19,7","26,5",13,20,"8,85","8,85","0,4"
3,2,82,3,734,2005-09-15,"19,7","26,5",14,22,"7,2","7,2","0,3"
3,2,83,3,796,2006-09-22,"19,3","27,7",1,"0,1","24,4","24,4",1
3,2,83,3,796,2006-09-22,"19,3","27,7",2,"0,7","20,5","20,5","0,7"
3,2,83,3,796,2006-09-22,"19,3","27,7",3,"1,3","19,3","19,3","0,7"
3,2,83,3,796,2006-09-22,"19,3","27,7",4,2,18,18,"0,4"
3,2,83,3,796,2006-09-22,"19,3","27,7",5,4,"16,55","16,55","0,4"
3,2,83,3,796,2006-09-22,"19,3","27,7",6,6,"15,85","15,85","0,4"
3,2,83,3,796,2006-09-22,"19,3","27,7",7,8,"14,85","14,85","0,4"
3,2,83,3,796,2006-09-22,"19,3","27,7",8,10,"13,95","13,95","0,4"
3,2,83,3,796,2006-09-22,"19,3","27,7",9,12,"12,8","12,8","0,4"
3,2,83,3,796,2006-09-22,"19,3","27,7",10,14,"11,7","11,7","0,4"
3,2,83,3,796,2006-09-22,"19,3","27,7",11,16,"10,85","10,85","0,3"
3,2,83,3,796,2006-09-22,"19,3","27,7",12,18,"9,85","9,85","0,3"
3,2,83,3,796,2006-09-22,"19,3","27,7",13,20,"8,25","8,25","0,3"
3,2,83,3,796,2006-09-22,"19,3","27,7",14,22,"6,7","6,7","0,3"
3,2,83,3,796,2006-09-22,"19,3","27,7",15,24,"4,9","4,9","0,2"
3,2,84,3,825,2005-03-09,"5,1","8,7",1,"0,1","6,7","6,7","0,6"
3,2,84,3,825,2005-03-09,"5,1","8,7",2,"0,7","5,4","5,4","0,3"
3,2,84,3,825,2005-03-09,"5,1","8,7",3,"1,3","5,1","5,1","0,3"
3,2,84,3,825,2005-03-09,"5,1","8,7",4,2,"4,8","4,8","0,2"
3,2,84,3,825,2005-03-09,"5,1","8,7",5,4,"3,6","3,6","0,2"
3,2,84,3,825,2005-03-09,"5,1","8,7",6,6,"2,8","2,8","0,1"
3,2,86,3,831,2005-03-09,"17,6",27,1,"0,1","22,1","22,1","1,4"
3,2,86,3,831,2005-03-09,"17,6",27,2,"0,7","19,3","19,3","0,9"
3,2,86,3,831,2005-03-09,"17,6",27,3,"1,3","17,6","17,6","0,7"
3,2,86,3,831,2005-03-09,"17,6",27,4,2,16,16,"0,6"
3,2,86,3,831,2005-03-09,"17,6",27,5,4,"14,8","14,8","0,5"
3,2,86,3,831,2005-03-09,"17,6",27,6,6,"14,3","14,3","0,4"
3,2,86,3,831,2005-03-09,"17,6",27,7,8,"13,7","13,7","0,4"
3,2,86,3,831,2005-03-09,"17,6",27,8,10,"12,6","12,6","0,3"
3,2,86,3,831,2005-03-09,"17,6",27,9,12,12,12,"0,3"
3,2,86,3,831,2005-03-09,"17,6",27,10,14,11,11,"0,3"
3,2,86,3,831,2005-03-09,"17,6",27,11,16,10,10,"0,3"
3,2,86,3,831,2005-03-09,"17,6",27,12,18,9,9,"0,3"
3,2,86,3,831,2005-03-09,"17,6",27,13,20,8,8,"0,3"
3,2,86,3,831,2005-03-09,"17,6",27,14,22,"6,6","6,6","0,3"
3,2,86,3,831,2005-03-09,"17,6",27,15,24,5,5,"0,3"
3,2,87,3,837,2006-01-20,"14,7","26,4",1,"0,1","18,9","18,9","0,9"
3,2,87,3,837,2006-01-20,"14,7","26,4",2,"0,7","15,3","15,3","0,6"
3,2,87,3,837,2006-01-20,"14,7","26,4",3,"1,3","14,7","14,7","0,4"
3,2,87,3,837,2006-01-20,"14,7","26,4",4,2,"13,75","13,75","0,4"
3,2,87,3,837,2006-01-20,"14,7","26,4",5,4,"13,7","13,7","0,4"
3,2,87,3,837,2006-01-20,"14,7","26,4",6,6,"12,4","12,4","0,4"
3,2,87,3,837,2006-01-20,"14,7","26,4",7,8,"11,95","11,95","0,4"
3,2,87,3,837,2006-01-20,"14,7","26,4",8,10,"11,05","11,05","0,4"
3,2,87,3,837,2006-01-20,"14,7","26,4",9,12,"10,05","10,05","0,2"
3,2,87,3,837,2006-01-20,"14,7","26,4",10,14,"9,05","9,05","0,2"
3,2,87,3,837,2006-01-20,"14,7","26,4",11,16,"8,3","8,3","0,2"
3,2,87,3,837,2006-01-20,"14,7","26,4",12,18,"7,1","7,1","0,2"
3,2,87,3,837,2006-01-20,"14,7","26,4",13,20,"5,75","5,75","0,2"
3,2,87,3,837,2006-01-20,"14,7","26,4",14,22,"4,65","4,65","0,1"
3,2,89,3,876,2003-04-10,"11,4","17,5",1,"0,1",14,14,"0,8"
3,2,89,3,876,2003-04-10,"11,4","17,5",2,"0,7",12,12,"0,6"
3,2,89,3,876,2003-04-10,"11,4","17,5",3,"1,3","11,4","11,4","0,4"
3,2,89,3,876,2003-04-10,"11,4","17,5",4,2,"10,8","10,8","0,4"
3,2,89,3,876,2003-04-10,"11,4","17,5",5,4,10,10,"0,4"
3,2,89,3,876,2003-04-10,"11,4","17,5",6,6,9,9,"0,4"
3,2,89,3,876,2003-04-10,"11,4","17,5",7,8,8,8,"0,3"
3,2,89,3,876,2003-04-10,"11,4","17,5",8,10,"7,3","7,3","0,3"
3,2,89,3,876,2003-04-10,"11,4","17,5",9,12,6,6,"0,3"
3,2,89,3,876,2003-04-10,"11,4","17,5",10,14,"4,3","4,3","0,2"
3,2,89,3,876,2003-04-10,"11,4","17,5",11,16,"1,8","1,8","0,1"
3,2,90,3,925,2003-10-15,"11,5","18,3",1,"0,1","13,7","13,7","0,8"
3,2,90,3,925,2003-10-15,"11,5","18,3",2,"0,7","12,4","12,4","0,4"
3,2,90,3,925,2003-10-15,"11,5","18,3",3,"1,3","11,5","11,5","0,3"
3,2,90,3,925,2003-10-15,"11,5","18,3",4,2,"10,9","10,9","0,3"
3,2,90,3,925,2003-10-15,"11,5","18,3",5,4,"9,6","9,6","0,3"
3,2,90,3,925,2003-10-15,"11,5","18,3",6,6,"9,3","9,3","0,2"
3,2,90,3,925,2003-10-15,"11,5","18,3",7,8,"8,2","8,2","0,2"
3,2,90,3,925,2003-10-15,"11,5","18,3",8,10,7,7,"0,1"
3,2,90,3,925,2003-10-15,"11,5","18,3",9,12,6,6,"0,1"
3,2,90,3,925,2003-10-15,"11,5","18,3",10,14,"4,3","4,3","0,1"
3,2,90,3,925,2003-10-15,"11,5","18,3",11,16,"2,8","2,8","0,1"
3,2,92,3,1005,2004-12-10,19,"27,4",1,"0,1","23,2","23,2","1,2"
3,2,92,3,1005,2004-12-10,19,"27,4",2,"0,7","20,4","20,4","0,8"
3,2,92,3,1005,2004-12-10,19,"27,4",3,"1,3",19,19,"0,6"
3,2,92,3,1005,2004-12-10,19,"27,4",4,2,"18,6","18,6","0,5"
3,2,92,3,1005,2004-12-10,19,"27,4",5,4,16,16,"0,5"
3,2,92,3,1005,2004-12-10,19,"27,4",6,6,"15,2","15,2","0,5"
3,2,92,3,1005,2004-12-10,19,"27,4",7,8,"14,3","14,3","0,4"
3,2,92,3,1005,2004-12-10,19,"27,4",8,10,"13,6","13,6","0,4"
3,2,92,3,1005,2004-12-10,19,"27,4",9,12,"12,3","12,3","0,4"
3,2,92,3,1005,2004-12-10,19,"27,4",10,14,"11,7","11,7","0,3"
3,2,92,3,1005,2004-12-10,19,"27,4",11,16,10,10,"0,3"
3,2,92,3,1005,2004-12-10,19,"27,4",12,18,"8,8","8,8","0,3"
3,2,92,3,1005,2004-12-10,19,"27,4",13,20,8,8,"0,3"
3,2,92,3,1005,2004-12-10,19,"27,4",14,22,"6,7","6,7","0,2"
3,2,92,3,1005,2004-12-10,19,"27,4",15,24,"5,3","5,3","0,2"
3,2,92,3,1005,2004-12-10,19,"27,4",16,26,"2,2","2,2","0,2"
3,2,93,3,1069,2004-06-10,"21,9","27,8",1,"0,1","26,6","26,6","1,3"
3,2,93,3,1069,2004-06-10,"21,9","27,8",2,"0,7","23,2","23,2",1
3,2,93,3,1069,2004-06-10,"21,9","27,8",3,"1,3","21,9","21,9","0,8"
3,2,93,3,1069,2004-06-10,"21,9","27,8",4,2,"19,8","19,8","0,6"
3,2,93,3,1069,2004-06-10,"21,9","27,8",5,4,18,18,"0,6"
3,2,93,3,1069,2004-06-10,"21,9","27,8",6,6,"17,3","17,3","0,6"
3,2,93,3,1069,2004-06-10,"21,9","27,8",7,8,"16,3","16,3","0,5"
3,2,93,3,1069,2004-06-10,"21,9","27,8",8,10,15,15,"0,5"
3,2,93,3,1069,2004-06-10,"21,9","27,8",9,12,"13,9","13,9","0,5"
3,2,93,3,1069,2004-06-10,"21,9","27,8",10,14,13,13,"0,5"
3,2,93,3,1069,2004-06-10,"21,9","27,8",11,16,"11,6","11,6","0,5"
3,2,93,3,1069,2004-06-10,"21,9","27,8",12,18,"10,3","10,3","0,5"
3,2,93,3,1069,2004-06-10,"21,9","27,8",13,20,"8,4","8,4","0,4"
3,2,93,3,1069,2004-06-10,"21,9","27,8",14,22,"7,7","7,7","0,4"
3,2,93,3,1069,2004-06-10,"21,9","27,8",15,24,"5,7","5,7","0,4"
3,2,93,3,1069,2004-06-10,"21,9","27,8",16,26,3,3,"0,2"
3,2,96,3,1101,2006-04-06,"10,1","20,7",1,"0,1","13,2","13,2","0,6"
3,2,96,3,1101,2006-04-06,"10,1","20,7",2,"0,7","10,4","10,4","0,4"
3,2,96,3,1101,2006-04-06,"10,1","20,7",3,"1,3","10,1","10,1","0,4"
3,2,96,3,1101,2006-04-06,"10,1","20,7",4,2,"9,55","9,55","0,2"
3,2,96,3,1101,2006-04-06,"10,1","20,7",5,4,"8,45","8,45","0,2"
3,2,96,3,1101,2006-04-06,"10,1","20,7",6,6,"8,05","8,05","0,2"
3,2,96,3,1101,2006-04-06,"10,1","20,7",7,8,"7,3","7,3","0,2"
3,2,96,3,1101,2006-04-06,"10,1","20,7",8,10,"6,6","6,6","0,2"
3,2,96,3,1101,2006-04-06,"10,1","20,7",9,12,"5,75","5,75","0,2"
3,2,96,3,1101,2006-04-06,"10,1","20,7",10,14,"4,8","4,8","0,2"
3,2,96,3,1101,2006-04-06,"10,1","20,7",11,16,"3,3","3,3","0,2"
3,2,97,3,1215,2005-05-22,"22,4","29,6",1,"0,1","28,3","28,3","1,2"
3,2,97,3,1215,2005-05-22,"22,4","29,6",2,"0,7","23,8","23,8","0,9"
3,2,97,3,1215,2005-05-22,"22,4","29,6",3,"1,3","22,4","22,4","0,6"
3,2,97,3,1215,2005-05-22,"22,4","29,6",4,2,"20,8","20,8","0,6"
3,2,97,3,1215,2005-05-22,"22,4","29,6",5,4,"19,9","19,9","0,5"
3,2,97,3,1215,2005-05-22,"22,4","29,6",6,6,18,18,"0,4"
3,2,97,3,1215,2005-05-22,"22,4","29,6",7,8,"17,3","17,3","0,4"
3,2,97,3,1215,2005-05-22,"22,4","29,6",8,10,"16,2","16,2","0,4"
3,2,97,3,1215,2005-05-22,"22,4","29,6",9,12,"14,9","14,9","0,3"
3,2,97,3,1215,2005-05-22,"22,4","29,6",10,14,14,14,"0,3"
3,2,97,3,1215,2005-05-22,"22,4","29,6",11,16,"12,9","12,9","0,3"
3,2,97,3,1215,2005-05-22,"22,4","29,6",12,18,"11,7","11,7","0,3"
3,2,97,3,1215,2005-05-22,"22,4","29,6",13,20,"10,7","10,7","0,3"
3,2,97,3,1215,2005-05-22,"22,4","29,6",14,22,9,9,"0,3"
3,2,97,3,1215,2005-05-22,"22,4","29,6",15,24,"7,4","7,4","0,3"
3,2,97,3,1215,2005-05-22,"22,4","29,6",16,26,"5,7","5,7","0,3"
3,2,98,3,1216,2005-05-22,"9,9","19,1",1,"0,1","12,2","12,2","0,6"
3,2,98,3,1216,2005-05-22,"9,9","19,1",2,"0,7","10,2","10,2","0,5"
3,2,98,3,1216,2005-05-22,"9,9","19,1",3,"1,3","9,9","9,9","0,4"
3,2,98,3,1216,2005-05-22,"9,9","19,1",4,2,"9,8","9,8","0,3"
3,2,98,3,1216,2005-05-22,"9,9","19,1",5,4,"9,3","9,3","0,2"
3,2,98,3,1216,2005-05-22,"9,9","19,1",6,6,"8,3","8,3","0,2"
3,2,98,3,1216,2005-05-22,"9,9","19,1",7,8,"7,5","7,5","0,2"
3,2,98,3,1216,2005-05-22,"9,9","19,1",8,10,"6,7","6,7","0,2"
3,2,98,3,1216,2005-05-22,"9,9","19,1",9,12,"5,8","5,8","0,2"
3,2,98,3,1216,2005-05-22,"9,9","19,1",10,14,"4,6","4,6","0,2"
3,2,99,3,1316,2005-04-22,"7,3","14,9",1,"0,1","9,1","9,1","0,6"
3,2,99,3,1316,2005-04-22,"7,3","14,9",2,"0,7","7,7","7,7","0,3"
3,2,99,3,1316,2005-04-22,"7,3","14,9",3,"1,3","7,3","7,3","0,3"
3,2,99,3,1316,2005-04-22,"7,3","14,9",4,2,7,7,"0,2"
3,2,99,3,1316,2005-04-22,"7,3","14,9",5,4,"6,3","6,3","0,2"
3,2,99,3,1316,2005-04-22,"7,3","14,9",6,6,"5,9","5,9","0,2"
3,2,99,3,1316,2005-04-22,"7,3","14,9",7,8,5,5,"0,2"
