idplanmed,idestcub,idfustemed,plantio,numarv,datamedicao,dap,ht,seq,hi,dicc1,dicc2,espcasca
1,1,37,1,1010,2004-07-20,"7,1","13,2",8,10,"2,6","2,6","0,1"
1,1,38,1,1012,2004-07-20,"14,6","22,9",1,"0,1","17,2","17,2","0,7"
1,1,38,1,1012,2004-07-20,"14,6","22,9",2,"0,7","15,8","15,8","0,6"
1,1,38,1,1012,2004-07-20,"14,6","22,9",3,"1,3","14,6","14,6","0,4"
1,1,38,1,1012,2004-07-20,"14,6","22,9",4,2,"13,7","13,7","0,4"
1,1,38,1,1012,2004-07-20,"14,6","22,9",5,4,13,13,"0,4"
1,1,38,1,1012,2004-07-20,"14,6","22,9",6,6,12,12,"0,3"
1,1,38,1,1012,2004-07-20,"14,6","22,9",7,8,11,11,"0,3"
1,1,38,1,1012,2004-07-20,"14,6","22,9",8,10,"9,8","9,8","0,3"
1,1,38,1,1012,2004-07-20,"14,6","22,9",9,12,"8,9","8,9","0,3"
1,1,38,1,1012,2004-07-20,"14,6","22,9",10,14,"7,7","7,7","0,3"
1,1,38,1,1012,2004-07-20,"14,6","22,9",11,16,"6,6","6,6","0,2"
1,1,38,1,1012,2004-07-20,"14,6","22,9",12,18,"5,3","5,3","0,2"
1,1,38,1,1012,2004-07-20,"14,6","22,9",13,20,"3,6","3,6","0,2"
1,1,39,1,1014,2004-07-20,"19,4","24,3",1,"0,1","24,1","24,1","1,3"
1,1,39,1,1014,2004-07-20,"19,4","24,3",2,"0,7","20,2","20,2","0,7"
1,1,39,1,1014,2004-07-20,"19,4","24,3",3,"1,3","19,4","19,4","0,5"
1,1,39,1,1014,2004-07-20,"19,4","24,3",4,2,19,19,"0,5"
1,1,39,1,1014,2004-07-20,"19,4","24,3",5,4,"16,8","16,8","0,5"
1,1,39,1,1014,2004-07-20,"19,4","24,3",6,6,"15,7","15,7","0,4"
1,1,39,1,1014,2004-07-20,"19,4","24,3",7,8,"14,7","14,7","0,4"
1,1,39,1,1014,2004-07-20,"19,4","24,3",8,10,"13,6","13,6","0,4"
1,1,39,1,1014,2004-07-20,"19,4","24,3",9,12,"11,9","11,9","0,4"
1,1,39,1,1014,2004-07-20,"19,4","24,3",10,14,"10,5","10,5","0,4"
1,1,39,1,1014,2004-07-20,"19,4","24,3",11,16,"9,7","9,7","0,4"
1,1,39,1,1014,2004-07-20,"19,4","24,3",12,18,8,8,"0,4"
1,1,39,1,1014,2004-07-20,"19,4","24,3",13,20,"5,2","5,2","0,3"
1,1,39,1,1014,2004-07-20,"19,4","24,3",14,22,"3,1","3,1","0,2"
1,1,40,1,1023,2005-02-17,"19,5",27,1,"0,1","24,3","24,3","1,1"
1,1,40,1,1023,2005-02-17,"19,5",27,2,"0,7",21,21,"0,9"
1,1,40,1,1023,2005-02-17,"19,5",27,3,"1,3","19,5","19,5","0,6"
1,1,40,1,1023,2005-02-17,"19,5",27,4,2,"18,8","18,8","0,5"
1,1,40,1,1023,2005-02-17,"19,5",27,5,4,"17,7","17,7","0,5"
1,1,40,1,1023,2005-02-17,"19,5",27,6,6,"16,2","16,2","0,5"
1,1,40,1,1023,2005-02-17,"19,5",27,7,8,"15,5","15,5","0,4"
1,1,40,1,1023,2005-02-17,"19,5",27,8,10,"14,1","14,1","0,4"
1,1,40,1,1023,2005-02-17,"19,5",27,9,12,"12,8","12,8","0,4"
1,1,40,1,1023,2005-02-17,"19,5",27,10,14,"11,7","11,7","0,3"
1,1,40,1,1023,2005-02-17,"19,5",27,11,16,"10,3","10,3","0,3"
1,1,40,1,1023,2005-02-17,"19,5",27,12,18,"9,1","9,1","0,3"
1,1,40,1,1023,2005-02-17,"19,5",27,13,20,"8,2","8,2","0,3"
1,1,40,1,1023,2005-02-17,"19,5",27,14,22,"6,3","6,3","0,2"
1,1,40,1,1023,2005-02-17,"19,5",27,15,24,"4,3","4,3","0,2"
1,1,41,1,1024,2005-02-17,"10,8","19,3",1,"0,1","13,2","13,2","0,6"
1,1,41,1,1024,2005-02-17,"10,8","19,3",2,"0,7","11,2","11,2","0,5"
1,1,41,1,1024,2005-02-17,"10,8","19,3",3,"1,3","10,8","10,8","0,4"
1,1,41,1,1024,2005-02-17,"10,8","19,3",4,2,"10,2","10,2","0,3"
1,1,41,1,1024,2005-02-17,"10,8","19,3",5,4,"9,1","9,1","0,3"
1,1,41,1,1024,2005-02-17,"10,8","19,3",6,6,"8,2","8,2","0,2"
1,1,41,1,1024,2005-02-17,"10,8","19,3",7,8,"7,7","7,7","0,2"
1,1,41,1,1024,2005-02-17,"10,8","19,3",8,10,"6,8","6,8","0,2"
1,1,41,1,1024,2005-02-17,"10,8","19,3",9,12,"5,7","5,7","0,2"
1,1,41,1,1024,2005-02-17,"10,8","19,3",10,14,"4,8","4,8","0,2"
1,1,41,1,1024,2005-02-17,"10,8","19,3",11,16,"4,1","4,1","0,2"
1,1,43,1,1035,2005-02-17,"11,4","20,1",1,"0,1","13,3","13,3","0,5"
1,1,43,1,1035,2005-02-17,"11,4","20,1",2,"0,7","11,8","11,8","0,4"
1,1,43,1,1035,2005-02-17,"11,4","20,1",3,"1,3","11,4","11,4","0,4"
1,1,43,1,1035,2005-02-17,"11,4","20,1",4,2,"10,4","10,4","0,3"
1,1,43,1,1035,2005-02-17,"11,4","20,1",5,4,10,10,"0,3"
1,1,43,1,1035,2005-02-17,"11,4","20,1",6,6,9,9,"0,3"
1,1,43,1,1035,2005-02-17,"11,4","20,1",7,8,"8,3","8,3","0,3"
1,1,43,1,1035,2005-02-17,"11,4","20,1",8,10,"7,5","7,5","0,2"
1,1,43,1,1035,2005-02-17,"11,4","20,1",9,12,6,6,"0,2"
1,1,43,1,1035,2005-02-17,"11,4","20,1",10,14,"5,2","5,2","0,2"
1,1,43,1,1035,2005-02-17,"11,4","20,1",11,16,4,4,"0,2"
1,1,43,1,1035,2005-02-17,"11,4","20,1",12,18,"2,7","2,7","0,1"
1,1,44,1,1036,2005-02-17,7,"15,3",1,"0,1","8,9","8,9","0,4"
1,1,44,1,1036,2005-02-17,7,"15,3",2,"0,7","7,6","7,6","0,3"
1,1,44,1,1036,2005-02-17,7,"15,3",3,"1,3",7,7,"0,2"
1,1,44,1,1036,2005-02-17,7,"15,3",4,2,"6,8","6,8","0,2"
1,1,44,1,1036,2005-02-17,7,"15,3",5,4,"5,7","5,7","0,2"
1,1,44,1,1036,2005-02-17,7,"15,3",6,6,"4,7","4,7","0,1"
1,1,44,1,1036,2005-02-17,7,"15,3",7,8,"4,2","4,2","0,1"
1,1,44,1,1036,2005-02-17,7,"15,3",8,10,"3,3","3,3","0,1"
1,1,44,1,1036,2005-02-17,7,"15,3",9,12,"2,7","2,7","0,1"
1,1,47,1,1042,2005-02-17,"20,5","25,5",1,"0,1","24,1","24,1","1,1"
1,1,47,1,1042,2005-02-17,"20,5","25,5",2,"0,7","21,1","21,1","0,7"
1,1,47,1,1042,2005-02-17,"20,5","25,5",3,"1,3","20,5","20,5","0,6"
1,1,47,1,1042,2005-02-17,"20,5","25,5",4,2,19,19,"0,6"
1,1,47,1,1042,2005-02-17,"20,5","25,5",5,4,"18,2","18,2","0,5"
1,1,47,1,1042,2005-02-17,"20,5","25,5",6,6,"17,1","17,1","0,5"
1,1,47,1,1042,2005-02-17,"20,5","25,5",7,8,16,16,"0,4"
1,1,47,1,1042,2005-02-17,"20,5","25,5",8,10,"14,5","14,5","0,4"
1,1,47,1,1042,2005-02-17,"20,5","25,5",9,12,"13,6","13,6","0,4"
1,1,47,1,1042,2005-02-17,"20,5","25,5",10,14,12,12,"0,4"
1,1,47,1,1042,2005-02-17,"20,5","25,5",11,16,11,11,"0,4"
1,1,47,1,1042,2005-02-17,"20,5","25,5",12,18,"9,5","9,5","0,3"
1,1,47,1,1042,2005-02-17,"20,5","25,5",13,20,"7,6","7,6","0,3"
1,1,47,1,1042,2005-02-17,"20,5","25,5",14,22,"5,7","5,7","0,3"
1,1,47,1,1042,2005-02-17,"20,5","25,5",15,24,"3,7","3,7","0,2"
1,1,48,1,1045,2004-07-20,"5,6","12,4",1,"0,1",7,7,"0,5"
1,1,48,1,1045,2004-07-20,"5,6","12,4",2,"0,7","6,1","6,1","0,3"
1,1,48,1,1045,2004-07-20,"5,6","12,4",3,"1,3","5,6","5,6","0,2"
1,1,48,1,1045,2004-07-20,"5,6","12,4",4,2,"5,1","5,1","0,1"
1,1,48,1,1045,2004-07-20,"5,6","12,4",5,4,4,4,"0,1"
1,1,48,1,1045,2004-07-20,"5,6","12,4",6,6,4,4,"0,1"
1,1,48,1,1045,2004-07-20,"5,6","12,4",7,8,3,3,"0,1"
1,1,48,1,1045,2004-07-20,"5,6","12,4",8,10,2,2,"0,1"
1,1,49,1,1047,2004-07-20,"9,8","18,4",1,"0,1","12,2","12,2","0,6"
1,1,49,1,1047,2004-07-20,"9,8","18,4",2,"0,7","10,3","10,3","0,4"
1,1,49,1,1047,2004-07-20,"9,8","18,4",3,"1,3","9,8","9,8","0,4"
1,1,49,1,1047,2004-07-20,"9,8","18,4",4,2,"9,5","9,5","0,4"
1,1,49,1,1047,2004-07-20,"9,8","18,4",5,4,9,9,"0,4"
1,1,49,1,1047,2004-07-20,"9,8","18,4",6,6,8,8,"0,2"
1,1,49,1,1047,2004-07-20,"9,8","18,4",7,8,"7,1","7,1","0,2"
1,1,49,1,1047,2004-07-20,"9,8","18,4",8,10,"6,3","6,3","0,2"
1,1,49,1,1047,2004-07-20,"9,8","18,4",9,12,"5,1","5,1","0,2"
1,1,49,1,1047,2004-07-20,"9,8","18,4",10,14,4,4,"0,1"
1,1,49,1,1047,2004-07-20,"9,8","18,4",11,16,3,3,"0,1"
1,1,51,1,1054,2005-02-17,"10,4","19,8",1,"0,1","12,3","12,3",1
1,1,51,1,1054,2005-02-17,"10,4","19,8",2,"0,7",11,11,"0,4"
1,1,51,1,1054,2005-02-17,"10,4","19,8",3,"1,3","10,4","10,4","0,4"
1,1,51,1,1054,2005-02-17,"10,4","19,8",4,2,"9,5","9,5","0,3"
1,1,51,1,1054,2005-02-17,"10,4","19,8",5,4,"9,2","9,2","0,3"
1,1,51,1,1054,2005-02-17,"10,4","19,8",6,6,"8,2","8,2","0,2"
1,1,51,1,1054,2005-02-17,"10,4","19,8",7,8,"7,3","7,3","0,2"
1,1,51,1,1054,2005-02-17,"10,4","19,8",8,10,"6,8","6,8","0,2"
1,1,51,1,1054,2005-02-17,"10,4","19,8",9,12,6,6,"0,2"
1,1,51,1,1054,2005-02-17,"10,4","19,8",10,14,"4,6","4,6","0,2"
1,1,51,1,1054,2005-02-17,"10,4","19,8",11,16,"3,5","3,5","0,2"
1,1,52,1,1156,2005-06-09,19,22,1,"0,1","23,7","23,7","1,3"
1,1,52,1,1156,2005-06-09,19,22,2,"0,7","20,2","20,2",1
1,1,52,1,1156,2005-06-09,19,22,3,"1,3",19,19,"0,7"
1,1,52,1,1156,2005-06-09,19,22,4,2,"17,2","17,2","0,7"
1,1,52,1,1156,2005-06-09,19,22,5,4,"15,7","15,7","0,7"
1,1,52,1,1156,2005-06-09,19,22,6,6,15,15,"0,6"
1,1,52,1,1156,2005-06-09,19,22,7,8,"13,7","13,7","0,6"
1,1,52,1,1156,2005-06-09,19,22,8,10,"11,8","11,8","0,5"
1,1,52,1,1156,2005-06-09,19,22,9,12,"11,2","11,2","0,5"
1,1,52,1,1156,2005-06-09,19,22,10,14,"9,8","9,8","0,5"
1,1,52,1,1156,2005-06-09,19,22,11,16,7,7,"0,4"
1,1,52,1,1156,2005-06-09,19,22,12,18,4,4,"0,3"
1,1,53,1,1160,2005-06-09,"4,5","7,3",1,"0,1","5,8","5,8","0,4"
1,1,53,1,1160,2005-06-09,"4,5","7,3",2,"0,7","4,6","4,6","0,3"
1,1,53,1,1160,2005-06-09,"4,5","7,3",3,"1,3","4,5","4,5","0,3"
1,1,53,1,1160,2005-06-09,"4,5","7,3",4,2,"3,9","3,9","0,2"
1,1,53,1,1160,2005-06-09,"4,5","7,3",5,4,"2,7","2,7","0,1"
1,1,54,1,1161,2005-06-09,"24,1",24,1,"0,1","28,5","28,5","1,6"
1,1,54,1,1161,2005-06-09,"24,1",24,2,"0,7",25,25,1
1,1,54,1,1161,2005-06-09,"24,1",24,3,"1,3","24,1","24,1","0,9"
1,1,54,1,1161,2005-06-09,"24,1",24,4,2,21,21,"0,8"
1,1,54,1,1161,2005-06-09,"24,1",24,5,4,"20,6","20,6","0,6"
1,1,54,1,1161,2005-06-09,"24,1",24,6,6,"19,8","19,8","0,6"
1,1,54,1,1161,2005-06-09,"24,1",24,7,8,"18,6","18,6","0,6"
1,1,54,1,1161,2005-06-09,"24,1",24,8,10,"17,2","17,2","0,6"
1,1,54,1,1161,2005-06-09,"24,1",24,9,12,16,16,"0,6"
1,1,54,1,1161,2005-06-09,"24,1",24,10,14,15,15,"0,6"
1,1,54,1,1161,2005-06-09,"24,1",24,11,16,"12,2","12,2","0,5"
1,1,54,1,1161,2005-06-09,"24,1",24,12,18,"9,5","9,5","0,5"
1,1,54,1,1161,2005-06-09,"24,1",24,13,20,"7,3","7,3","0,4"
1,1,54,1,1161,2005-06-09,"24,1",24,14,22,3,3,"0,2"
1,1,56,1,1172,2004-09-10,10,"16,2",1,"0,1","12,2","12,2","0,8"
1,1,56,1,1172,2004-09-10,10,"16,2",2,"0,7","10,8","10,8","0,5"
1,1,56,1,1172,2004-09-10,10,"16,2",3,"1,3",10,10,"0,4"
1,1,56,1,1172,2004-09-10,10,"16,2",4,2,"9,4","9,4","0,3"
1,1,56,1,1172,2004-09-10,10,"16,2",5,4,"8,3","8,3","0,2"
1,1,56,1,1172,2004-09-10,10,"16,2",6,6,"7,6","7,6","0,2"
1,1,56,1,1172,2004-09-10,10,"16,2",7,8,7,7,"0,2"
1,1,56,1,1172,2004-09-10,10,"16,2",8,10,6,6,"0,2"
1,1,56,1,1172,2004-09-10,10,"16,2",9,12,"4,7","4,7","0,2"
1,1,56,1,1172,2004-09-10,10,"16,2",10,14,"3,3","3,3","0,2"
1,1,57,1,1181,2005-06-09,"16,2","24,6",1,"0,1","19,3","19,3","1,2"
1,1,57,1,1181,2005-06-09,"16,2","24,6",2,"0,7","17,2","17,2","0,8"
1,1,57,1,1181,2005-06-09,"16,2","24,6",3,"1,3","16,2","16,2","0,5"
1,1,57,1,1181,2005-06-09,"16,2","24,6",4,2,15,15,"0,4"
1,1,57,1,1181,2005-06-09,"16,2","24,6",5,4,"13,9","13,9","0,3"
1,1,57,1,1181,2005-06-09,"16,2","24,6",6,6,"13,3","13,3","0,3"
1,1,57,1,1181,2005-06-09,"16,2","24,6",7,8,"12,3","12,3","0,3"
1,1,57,1,1181,2005-06-09,"16,2","24,6",8,10,"11,6","11,6","0,3"
1,1,57,1,1181,2005-06-09,"16,2","24,6",9,12,"10,6","10,6","0,3"
1,1,57,1,1181,2005-06-09,"16,2","24,6",10,14,"9,5","9,5","0,3"
1,1,57,1,1181,2005-06-09,"16,2","24,6",11,16,"8,5","8,5","0,3"
1,1,57,1,1181,2005-06-09,"16,2","24,6",12,18,"7,6","7,6","0,3"
1,1,57,1,1181,2005-06-09,"16,2","24,6",13,20,"6,3","6,3","0,3"
1,1,57,1,1181,2005-06-09,"16,2","24,6",14,22,"3,8","3,8","0,2"
1,1,58,1,1182,2005-06-09,"20,5",26,1,"0,1","25,5","25,5","1,7"
1,1,58,1,1182,2005-06-09,"20,5",26,2,"0,7",23,23,1
1,1,58,1,1182,2005-06-09,"20,5",26,3,"1,3","20,5","20,5","0,5"
1,1,58,1,1182,2005-06-09,"20,5",26,4,2,19,19,"0,5"
1,1,58,1,1182,2005-06-09,"20,5",26,5,4,"18,5","18,5","0,5"
1,1,58,1,1182,2005-06-09,"20,5",26,6,6,"17,5","17,5","0,4"
1,1,58,1,1182,2005-06-09,"20,5",26,7,8,"16,2","16,2","0,4"
1,1,58,1,1182,2005-06-09,"20,5",26,8,10,"15,3","15,3","0,4"
1,1,58,1,1182,2005-06-09,"20,5",26,9,12,14,14,"0,4"
1,1,58,1,1182,2005-06-09,"20,5",26,10,14,"13,1","13,1","0,4"
1,1,58,1,1182,2005-06-09,"20,5",26,11,16,"12,1","12,1","0,4"
1,1,58,1,1182,2005-06-09,"20,5",26,12,18,"10,9","10,9","0,3"
1,1,58,1,1182,2005-06-09,"20,5",26,13,20,"9,6","9,6","0,3"
1,1,58,1,1182,2005-06-09,"20,5",26,14,22,"6,6","6,6","0,3"
1,1,58,1,1182,2005-06-09,"20,5",26,15,24,"3,6","3,6","0,2"
1,1,59,1,1183,2005-06-09,"23,4",28,1,"0,1","27,5","27,5","1,1"
1,1,59,1,1183,2005-06-09,"23,4",28,2,"0,7","25,5","25,5","0,9"
1,1,59,1,1183,2005-06-09,"23,4",28,3,"1,3","23,4","23,4","0,8"
1,1,59,1,1183,2005-06-09,"23,4",28,4,2,"21,2","21,2","0,7"
1,1,59,1,1183,2005-06-09,"23,4",28,5,4,"20,8","20,8","0,5"
1,1,59,1,1183,2005-06-09,"23,4",28,6,6,"19,5","19,5","0,5"
1,1,59,1,1183,2005-06-09,"23,4",28,7,8,"18,5","18,5","0,4"
1,1,59,1,1183,2005-06-09,"23,4",28,8,10,"17,2","17,2","0,4"
1,1,59,1,1183,2005-06-09,"23,4",28,9,12,"16,1","16,1","0,4"
1,1,59,1,1183,2005-06-09,"23,4",28,10,14,"14,7","14,7","0,4"
1,1,59,1,1183,2005-06-09,"23,4",28,11,16,"13,5","13,5","0,4"
1,1,59,1,1183,2005-06-09,"23,4",28,12,18,"12,8","12,8","0,4"
1,1,59,1,1183,2005-06-09,"23,4",28,13,20,11,11,"0,4"
1,1,59,1,1183,2005-06-09,"23,4",28,14,22,"9,4","9,4","0,3"
1,1,59,1,1183,2005-06-09,"23,4",28,15,24,7,7,"0,3"
1,1,59,1,1183,2005-06-09,"23,4",28,16,26,"3,6","3,6","0,2"
1,1,60,1,1188,2005-06-09,"13,7","23,3",1,"0,1",18,18,"1,1"
1,1,60,1,1188,2005-06-09,"13,7","23,3",2,"0,7","15,9","15,9",1
1,1,60,1,1188,2005-06-09,"13,7","23,3",3,"1,3","13,7","13,7","0,7"
1,1,60,1,1188,2005-06-09,"13,7","23,3",4,2,"13,2","13,2","0,3"
1,1,60,1,1188,2005-06-09,"13,7","23,3",5,4,"12,8","12,8","0,3"
1,1,60,1,1188,2005-06-09,"13,7","23,3",6,6,"12,1","12,1","0,3"
1,1,60,1,1188,2005-06-09,"13,7","23,3",7,8,"11,3","11,3","0,3"
1,1,60,1,1188,2005-06-09,"13,7","23,3",8,10,"10,5","10,5","0,2"
1,1,60,1,1188,2005-06-09,"13,7","23,3",9,12,"9,5","9,5","0,2"
1,1,60,1,1188,2005-06-09,"13,7","23,3",10,14,"8,7","8,7","0,2"
1,1,60,1,1188,2005-06-09,"13,7","23,3",11,16,"7,5","7,5","0,2"
1,1,60,1,1188,2005-06-09,"13,7","23,3",12,18,"6,4","6,4","0,2"
1,1,60,1,1188,2005-06-09,"13,7","23,3",13,20,"4,7","4,7","0,2"
3,2,61,3,69,2006-06-23,"16,9","29,2",1,"0,1","20,8","20,8","0,9"
3,2,61,3,69,2006-06-23,"16,9","29,2",2,"0,7","17,5","17,5","0,7"
3,2,61,3,69,2006-06-23,"16,9","29,2",3,"1,3","16,9","16,9","0,5"
3,2,61,3,69,2006-06-23,"16,9","29,2",4,2,"16,25","16,25","0,5"
3,2,61,3,69,2006-06-23,"16,9","29,2",5,4,"15,1","15,1","0,4"
3,2,61,3,69,2006-06-23,"16,9","29,2",6,6,"14,2","14,2","0,4"
3,2,61,3,69,2006-06-23,"16,9","29,2",7,8,"13,6","13,6","0,3"
3,2,61,3,69,2006-06-23,"16,9","29,2",8,10,"12,55","12,55","0,3"
3,2,61,3,69,2006-06-23,"16,9","29,2",9,12,"11,9","11,9","0,3"
3,2,61,3,69,2006-06-23,"16,9","29,2",10,14,"10,95","10,95","0,3"
3,2,61,3,69,2006-06-23,"16,9","29,2",11,16,"9,85","9,85","0,3"
3,2,61,3,69,2006-06-23,"16,9","29,2",12,18,"8,9","8,9","0,3"
3,2,61,3,69,2006-06-23,"16,9","29,2",13,20,"7,75","7,75","0,2"
3,2,61,3,69,2006-06-23,"16,9","29,2",14,22,"6,4","6,4","0,2"
3,2,61,3,69,2006-06-23,"16,9","29,2",15,24,"5,2","5,2","0,2"
3,2,61,3,69,2006-06-23,"16,9","29,2",16,26,"3,6","3,6","0,2"
3,2,62,3,70,2006-06-23,"19,6","30,4",1,"0,1","25,7","25,7","1,2"
3,2,62,3,70,2006-06-23,"19,6","30,4",2,"0,7","21,2","21,2","0,6"
3,2,62,3,70,2006-06-23,"19,6","30,4",3,"1,3","19,6","19,6","0,5"
3,2,62,3,70,2006-06-23,"19,6","30,4",4,2,"18,8","18,8","0,5"
3,2,62,3,70,2006-06-23,"19,6","30,4",5,4,"17,6","17,6","0,4"
3,2,62,3,70,2006-06-23,"19,6","30,4",6,6,"16,65","16,65","0,4"
3,2,62,3,70,2006-06-23,"19,6","30,4",7,8,"15,55","15,55","0,4"
3,2,62,3,70,2006-06-23,"19,6","30,4",8,10,"14,7","14,7","0,3"
3,2,62,3,70,2006-06-23,"19,6","30,4",9,12,"13,8","13,8","0,3"
3,2,62,3,70,2006-06-23,"19,6","30,4",10,14,"12,75","12,75","0,3"
3,2,62,3,70,2006-06-23,"19,6","30,4",11,16,"11,75","11,75","0,3"
3,2,62,3,70,2006-06-23,"19,6","30,4",12,18,"10,6","10,6","0,3"
3,2,62,3,70,2006-06-23,"19,6","30,4",13,20,"9,45","9,45","0,3"
3,2,62,3,70,2006-06-23,"19,6","30,4",14,22,"8,35","8,35","0,3"
3,2,62,3,70,2006-06-23,"19,6","30,4",15,24,"7,1","7,1","0,2"
3,2,62,3,70,2006-06-23,"19,6","30,4",16,26,"5,65","5,65","0,2"
3,2,62,3,70,2006-06-23,"19,6","30,4",17,28,"4,05","4,05","0,2"
3,2,63,3,72,2006-06-23,"23,1","31,6",1,"0,1","28,9","28,9","1,5"
3,2,63,3,72,2006-06-23,"23,1","31,6",2,"0,7","24,6","24,6","0,6"
3,2,63,3,72,2006-06-23,"23,1","31,6",3,"1,3","23,1","23,1","0,5"
3,2,63,3,72,2006-06-23,"23,1","31,6",4,2,"22,15","22,15","0,5"
3,2,63,3,72,2006-06-23,"23,1","31,6",5,4,21,21,"0,5"
3,2,63,3,72,2006-06-23,"23,1","31,6",6,6,"19,4","19,4","0,5"
3,2,63,3,72,2006-06-23,"23,1","31,6",7,8,"17,8","17,8","0,4"
3,2,63,3,72,2006-06-23,"23,1","31,6",8,10,"17,15","17,15","0,4"
3,2,63,3,72,2006-06-23,"23,1","31,6",9,12,"15,8","15,8","0,4"
3,2,63,3,72,2006-06-23,"23,1","31,6",10,14,"14,6","14,6","0,4"
3,2,63,3,72,2006-06-23,"23,1","31,6",11,16,"13,4","13,4","0,4"
3,2,63,3,72,2006-06-23,"23,1","31,6",12,18,"12,25","12,25","0,4"
3,2,63,3,72,2006-06-23,"23,1","31,6",13,20,"11,4","11,4","0,4"
3,2,63,3,72,2006-06-23,"23,1","31,6",14,22,"9,9","9,9","0,4"
3,2,63,3,72,2006-06-23,"23,1","31,6",15,24,"8,85","8,85","0,4"
3,2,63,3,72,2006-06-23,"23,1","31,6",16,26,"6,5","6,5","0,3"
3,2,63,3,72,2006-06-23,"23,1","31,6",17,28,"4,7","4,7","0,2"
3,2,63,3,72,2006-06-23,"23,1","31,6",18,30,"2,5","2,5","0,2"
3,2,64,3,75,2004-11-15,"20,8","29,7",1,"0,1","25,5","25,5","1,2"
3,2,64,3,75,2004-11-15,"20,8","29,7",2,"0,7","21,8","21,8","0,6"
3,2,64,3,75,2004-11-15,"20,8","29,7",3,"1,3","20,8","20,8","0,6"
3,2,64,3,75,2004-11-15,"20,8","29,7",4,2,"19,7","19,7","0,4"
3,2,64,3,75,2004-11-15,"20,8","29,7",5,4,"18,8","18,8","0,4"
3,2,64,3,75,2004-11-15,"20,8","29,7",6,6,"18,1","18,1","0,4"
3,2,64,3,75,2004-11-15,"20,8","29,7",7,8,"16,6","16,6","0,4"
3,2,64,3,75,2004-11-15,"20,8","29,7",8,10,"15,4","15,4","0,4"
3,2,64,3,75,2004-11-15,"20,8","29,7",9,12,"14,7","14,7","0,4"
3,2,64,3,75,2004-11-15,"20,8","29,7",10,14,"13,2","13,2","0,4"
3,2,64,3,75,2004-11-15,"20,8","29,7",11,16,"12,7","12,7","0,4"
3,2,64,3,75,2004-11-15,"20,8","29,7",12,18,"11,2","11,2","0,3"
3,2,64,3,75,2004-11-15,"20,8","29,7",13,20,"9,5","9,5","0,3"
3,2,64,3,75,2004-11-15,"20,8","29,7",14,22,"8,4","8,4","0,3"
3,2,64,3,75,2004-11-15,"20,8","29,7",15,24,"6,8","6,8","0,3"
3,2,64,3,75,2004-11-15,"20,8","29,7",16,26,"5,2","5,2","0,3"
3,2,64,3,75,2004-11-15,"20,8","29,7",17,28,"2,7","2,7","0,2"
3,2,66,3,83,2005-08-10,19,"30,6",1,"0,1","23,3","23,3","1,2"
3,2,66,3,83,2005-08-10,19,"30,6",2,"0,7","19,9","19,9",1
3,2,66,3,83,2005-08-10,19,"30,6",3,"1,3",19,19,"0,5"
3,2,66,3,83,2005-08-10,19,"30,6",4,2,"18,35","18,35","0,5"
3,2,66,3,83,2005-08-10,19,"30,6",5,4,"17,3","17,3","0,4"
3,2,66,3,83,2005-08-10,19,"30,6",6,6,"16,75","16,75","0,4"
3,2,66,3,83,2005-08-10,19,"30,6",7,8,16,16,"0,4"
3,2,66,3,83,2005-08-10,19,"30,6",8,10,"14,95","14,95","0,4"
3,2,66,3,83,2005-08-10,19,"30,6",9,12,"13,85","13,85","0,4"
3,2,66,3,83,2005-08-10,19,"30,6",10,14,"12,85","12,85","0,3"
3,2,66,3,83,2005-08-10,19,"30,6",11,16,"11,75","11,75","0,3"
3,2,66,3,83,2005-08-10,19,"30,6",12,18,"10,7","10,7","0,3"
3,2,66,3,83,2005-08-10,19,"30,6",13,20,"9,45","9,45","0,3"
3,2,66,3,83,2005-08-10,19,"30,6",14,22,"8,2","8,2","0,3"
3,2,66,3,83,2005-08-10,19,"30,6",15,24,"7,05","7,05","0,3"
3,2,66,3,83,2005-08-10,19,"30,6",16,26,"5,35","5,35","0,2"
3,2,67,3,91,2006-07-07,"14,9",28,1,"0,1","18,8","18,8","0,8"
3,2,67,3,91,2006-07-07,"14,9",28,2,"0,7","15,5","15,5","0,4"
3,2,67,3,91,2006-07-07,"14,9",28,3,"1,3","14,9","14,9","0,4"
3,2,67,3,91,2006-07-07,"14,9",28,4,2,"14,2","14,2","0,3"
3,2,67,3,91,2006-07-07,"14,9",28,5,4,"13,25","13,25","0,3"
3,2,67,3,91,2006-07-07,"14,9",28,6,6,"12,65","12,65","0,3"
3,2,67,3,91,2006-07-07,"14,9",28,7,8,"11,8","11,8","0,2"
3,2,67,3,91,2006-07-07,"14,9",28,8,10,"10,9","10,9","0,2"
3,2,67,3,91,2006-07-07,"14,9",28,9,12,"9,8","9,8","0,2"
3,2,67,3,91,2006-07-07,"14,9",28,10,14,"9,25","9,25","0,2"
3,2,67,3,91,2006-07-07,"14,9",28,11,16,"8,2","8,2","0,2"
3,2,67,3,91,2006-07-07,"14,9",28,12,18,"7,25","7,25","0,2"
3,2,67,3,91,2006-07-07,"14,9",28,13,20,"6,2","6,2","0,2"
3,2,67,3,91,2006-07-07,"14,9",28,14,22,5,5,"0,2"
3,2,67,3,91,2006-07-07,"14,9",28,15,24,"3,65","3,65","0,2"
3,2,67,3,91,2006-07-07,"14,9",28,16,26,"2,25","2,25","0,2"
