idestprocnum,idplanmed,idestcad,idestcub,idparcmed,idfilamed,idcovamed,idfustemed,plantio,parcela,datamedicao,x,y,srid,areaparc,fila,cova,fuste,cat,desc_cat,dap,ht,usar_hipso,haprov_total,htest,htre
1,1,1,1,1,1,1,1,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,1,1,0,Normal,"14,13",,0,1,"26,39","26,39"
1,1,1,1,1,1,2,2,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,2,1,1,Falha,0,,0,0,,
1,1,1,1,1,1,3,3,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,3,1,0,Normal,"18,97",,0,1,"28,65","28,65"
1,1,1,1,1,1,4,4,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,4,1,0,Normal,"20,28",,0,1,"29,1","29,1"
1,1,1,1,1,1,5,5,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,5,1,0,Normal,"19,58",,0,1,"28,87","28,87"
1,1,1,1,1,1,6,6,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,6,1,0,Normal,"17,22",,0,1,"27,96","27,96"
1,1,1,1,1,1,7,7,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,7,1,0,Normal,"12,64",,0,1,"25,4","25,4"
1,1,1,1,1,1,8,8,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,8,1,0,Normal,"13,27",,0,1,"25,84","25,84"
1,1,1,1,1,1,9,9,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,9,1,0,Normal,"17,95",,0,1,"28,26","28,26"
1,1,1,1,1,1,10,10,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,10,1,0,Normal,"9,87",,0,1,"22,96","22,96"
1,1,1,1,1,1,11,11,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,11,1,0,Normal,"22,73",,0,1,"29,81","29,81"
1,1,1,1,1,1,12,12,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,12,1,0,Normal,"11,65",,0,1,"24,64","24,64"
1,1,1,1,1,1,13,13,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,13,1,0,Normal,"19,54",,0,1,"28,85","28,85"
1,1,1,1,1,1,14,14,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,14,1,0,Normal,"20,85",,0,1,"29,28","29,28"
1,1,1,1,1,1,15,15,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,15,1,0,Normal,"20,44",,0,1,"29,15","29,15"
1,1,1,1,1,1,16,16,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,16,1,0,Normal,"22,22",,0,1,"29,68","29,68"
1,1,1,1,1,1,17,17,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,17,1,0,Normal,"20,75",,0,1,"29,25","29,25"
1,1,1,1,1,1,18,18,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,18,1,0,Normal,"21,71",,0,1,"29,53","29,53"
1,1,1,1,1,1,19,19,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,19,1,0,Normal,"19,67",,0,1,"28,9","28,9"
1,1,1,1,1,1,20,20,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,20,1,0,Normal,22,,0,1,"29,61","29,61"
1,1,1,1,1,1,21,21,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,21,1,0,Normal,"20,47","29,6",1,1,"29,16","29,6"
1,1,1,1,1,1,22,22,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,22,1,0,Normal,"18,08","28,4",1,1,"28,31","28,4"
1,1,1,1,1,1,23,23,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,23,1,0,Normal,"16,01","27,3",1,1,"27,41","27,3"
1,1,1,1,1,1,24,24,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,24,1,0,Normal,"19,03",29,1,1,"28,67",29
1,1,1,1,1,1,25,25,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,25,1,0,Normal,"19,77","29,1",1,1,"28,93","29,1"
1,1,1,1,1,1,26,26,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,26,1,0,Normal,22,"29,9",1,1,"29,61","29,9"
1,1,1,1,1,1,27,27,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,27,1,0,Normal,"15,85",27,1,1,"27,33",27
1,1,1,1,1,1,28,28,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,28,1,2,Dominante,"24,26",30,1,1,"30,19",30
1,1,1,1,1,1,29,29,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,29,1,2,Dominante,"23,97",30,1,1,"30,12",30
1,1,1,1,1,1,30,30,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,30,1,1,Falha,0,,0,0,,
1,1,1,1,1,1,31,31,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,31,1,2,Dominante,"23,68","29,8",1,1,"30,05","29,8"
1,1,1,1,1,1,32,32,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,32,1,2,Dominante,"23,01",30,1,1,"29,88",30
1,1,1,1,1,1,33,33,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,33,1,0,Normal,"21,07",,0,1,"29,34","29,34"
1,1,1,1,1,1,34,34,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,34,1,2,Dominante,"22,79","29,4",1,1,"29,83","29,4"
1,1,1,1,1,1,35,35,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,35,1,1,Falha,0,,0,0,,
1,1,1,1,1,1,36,36,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,36,1,0,Normal,"21,71",,0,1,"29,53","29,53"
1,1,1,1,1,1,37,37,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,37,1,0,Normal,"21,77",,0,1,"29,55","29,55"
1,1,1,1,1,1,38,38,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,38,1,0,Normal,"21,68",,0,1,"29,52","29,52"
1,1,1,1,1,1,39,39,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,39,1,0,Normal,"22,7",,0,1,"29,8","29,8"
1,1,1,1,1,1,40,40,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,40,1,0,Normal,"19,96",,0,1,"28,99","28,99"
1,1,1,1,1,1,41,41,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,41,1,0,Normal,"12,64",,0,1,"25,4","25,4"
1,1,1,1,1,1,42,42,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,42,1,0,Normal,"19,86",,0,1,"28,96","28,96"
1,1,1,1,1,1,43,43,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,43,1,0,Normal,"22,63",,0,1,"29,79","29,79"
1,1,1,1,1,1,44,44,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,44,1,0,Normal,"11,49",,0,1,"24,5","24,5"
1,1,1,1,1,1,45,45,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,45,1,0,Normal,"14,51",,0,1,"26,61","26,61"
1,1,1,1,1,1,46,46,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,46,1,0,Normal,"18,05",,0,1,"28,3","28,3"
1,1,1,1,1,1,47,47,1,28595,2005-08-31,"-47,55579933","-21,57534049",4326,500,1,47,1,0,Normal,"20,09",,0,1,"29,04","29,04"
1,1,1,1,2,2,48,48,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,1,1,0,Normal,"20,15",,0,1,"28,42","28,42"
1,1,1,1,2,2,49,49,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,2,1,2,Dominante,"21,26","28,8",1,1,"28,82","28,8"
1,1,1,1,2,2,50,50,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,3,1,3,Bifurcada Abaixo,"12,32",,0,1,"23,95","23,95"
1,1,1,1,2,2,50,51,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,3,2,3,Bifurcada Abaixo,"14,83",,0,1,"25,8","25,8"
1,1,1,1,2,2,51,52,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,4,1,0,Normal,"18,72",,0,1,"27,84","27,84"
1,1,1,1,2,2,52,53,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,5,1,0,Normal,"10,15",,0,1,"21,8","21,8"
1,1,1,1,2,2,53,54,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,6,1,0,Normal,"15,79",,0,1,"26,38","26,38"
1,1,1,1,2,2,54,55,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,7,1,0,Normal,"18,49",,0,1,"27,74","27,74"
1,1,1,1,2,2,55,56,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,8,1,0,Normal,"16,49",,0,1,"26,77","26,77"
1,1,1,1,2,2,56,57,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,9,1,0,Normal,"17,32",,0,1,"27,2","27,2"
1,1,1,1,2,2,57,58,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,10,1,0,Normal,"14,74",,0,1,"25,75","25,75"
1,1,1,1,2,2,58,59,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,11,1,0,Normal,"19,8",,0,1,"28,29","28,29"
1,1,1,1,2,2,59,60,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,12,1,0,Normal,"16,77",,0,1,"26,92","26,92"
1,1,1,1,2,2,60,61,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,13,1,0,Normal,"20,5",,0,1,"28,55","28,55"
1,1,1,1,2,2,61,62,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,14,1,0,Normal,"9,61",,0,1,"21,15","21,15"
1,1,1,1,2,2,62,63,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,15,1,0,Normal,"18,62",,0,1,"27,8","27,8"
1,1,1,1,2,2,63,64,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,16,1,0,Normal,"16,27",,0,1,"26,65","26,65"
1,1,1,1,2,2,64,65,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,17,1,0,Normal,"17,95",,0,1,"27,5","27,5"
1,1,1,1,2,2,65,66,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,18,1,0,Normal,"14,9",,0,1,"25,85","25,85"
1,1,1,1,2,2,66,67,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,19,1,0,Normal,"16,39",,0,1,"26,72","26,72"
1,1,1,1,2,2,67,68,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,20,1,0,Normal,"17,51",,0,1,"27,29","27,29"
1,1,1,1,2,2,68,69,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,21,1,0,Normal,"19,64",,0,1,"28,22","28,22"
1,1,1,1,2,2,69,70,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,22,1,0,Normal,"14,48",,0,1,"25,58","25,58"
1,1,1,1,2,2,70,71,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,23,1,0,Normal,"17,63","26,3",1,1,"27,35","26,3"
1,1,1,1,2,2,71,72,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,24,1,0,Normal,"16,3",27,1,1,"26,67",27
1,1,1,1,2,2,72,73,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,25,1,0,Normal,"16,9",27,1,1,"26,99",27
1,1,1,1,2,2,73,74,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,26,1,0,Normal,"15,63","26,2",1,1,"26,29","26,2"
1,1,1,1,2,2,74,75,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,27,1,0,Normal,"15,6","26,4",1,1,"26,27","26,4"
1,1,1,1,2,2,75,76,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,28,1,0,Normal,"15,12","26,2",1,1,"25,99","26,2"
1,1,1,1,2,2,76,77,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,29,1,0,Normal,"18,02","27,3",1,1,"27,53","27,3"
1,1,1,1,2,2,77,78,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,30,1,0,Normal,"18,37",28,1,1,"27,69",28
1,1,1,1,2,2,78,79,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,31,1,0,Normal,"18,18","27,7",1,1,"27,6","27,7"
1,1,1,1,2,2,79,80,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,32,1,0,Normal,"18,62","28,3",1,1,"27,8","28,3"
1,1,1,1,2,2,80,81,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,33,1,0,Normal,"18,33","27,2",1,1,"27,67","27,2"
1,1,1,1,2,2,81,82,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,34,1,0,Normal,"19,86","28,2",1,1,"28,31","28,2"
1,1,1,1,2,2,82,83,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,35,1,0,Normal,"19,64",,0,1,"28,22","28,22"
1,1,1,1,2,2,83,84,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,36,1,0,Normal,"19,32",,0,1,"28,09","28,09"
1,1,1,1,2,2,84,85,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,37,1,0,Normal,"16,97",,0,1,"27,02","27,02"
1,1,1,1,2,2,85,86,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,38,1,0,Normal,"18,46",,0,1,"27,73","27,73"
1,1,1,1,2,2,86,87,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,39,1,0,Normal,"18,18",,0,1,"27,6","27,6"
1,1,1,1,2,2,87,88,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,40,1,0,Normal,"19,29",,0,1,"28,08","28,08"
1,1,1,1,2,2,88,89,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,41,1,0,Normal,"18,4",,0,1,"27,7","27,7"
1,1,1,1,2,2,89,90,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,42,1,0,Normal,"19,32",,0,1,"28,09","28,09"
1,1,1,1,2,2,90,91,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,43,1,2,Dominante,"21,49","29,2",1,1,"28,9","29,2"
1,1,1,1,2,2,91,92,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,44,1,2,Dominante,"20,72","28,5",1,1,"28,63","28,5"
1,1,1,1,2,2,92,93,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,45,1,0,Normal,"10,7",,0,1,"22,4","22,4"
1,1,1,1,2,2,93,94,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,46,1,2,Dominante,"21,2","29,2",1,1,"28,8","29,2"
1,1,1,1,2,2,94,95,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,47,1,0,Normal,"18,94",,0,1,"27,94","27,94"
1,1,1,1,2,2,95,96,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,48,1,0,Normal,"19,19",,0,1,"28,04","28,04"
1,1,1,1,2,2,96,97,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,49,1,2,Dominante,"20,88","28,5",1,1,"28,69","28,5"
1,1,1,1,2,2,97,98,1,28596,2005-08-31,"-47,55577241","-21,5738061",4326,500,1,50,1,0,Normal,"11,52",,0,1,"23,23","23,23"
1,1,1,1,3,3,98,99,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,1,1,0,Normal,"17,54",,0,1,"25,66","25,66"
1,1,1,1,3,3,99,100,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,2,1,0,Normal,"14,71",,0,1,"24,45","24,45"
1,1,1,1,3,3,100,101,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,3,1,0,Normal,"20,34",,0,1,"26,57","26,57"
1,1,1,1,3,3,101,102,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,4,1,0,Normal,"18,08",,0,1,"25,86","25,86"
1,1,1,1,3,3,102,103,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,5,1,1,Falha,0,,0,0,,
1,1,1,1,3,3,103,104,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,6,1,1,Falha,0,,0,0,,
1,1,1,1,3,3,104,105,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,7,1,1,Falha,0,,0,0,,
1,1,1,1,3,3,105,106,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,8,1,1,Falha,0,,0,0,,
1,1,1,1,3,3,106,107,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,9,1,0,Normal,"19,48",,0,1,"26,32","26,32"
1,1,1,1,3,3,107,108,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,10,1,0,Normal,"15,95","25,1",1,1,"25,02","25,1"
1,1,1,1,3,3,108,109,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,11,1,1,Falha,0,,0,0,,
1,1,1,1,3,3,109,110,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,12,1,1,Falha,0,,0,0,,
1,1,1,1,3,3,110,111,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,13,1,0,Normal,"18,78",26,1,1,"26,09",26
1,1,1,1,3,3,111,112,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,14,1,1,Falha,0,,0,0,,
1,1,1,1,3,3,112,113,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,15,1,2,Dominante,"22,57","27,7",1,1,"27,15","27,7"
1,1,1,1,3,3,113,114,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,16,1,1,Falha,0,,0,0,,
1,1,1,1,3,3,114,115,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,17,1,0,Normal,"19,45","26,8",1,1,"26,31","26,8"
1,1,1,1,3,3,115,116,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,18,1,1,Falha,0,,0,0,,
1,1,1,1,3,3,116,117,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,19,1,0,Normal,"20,05",27,1,1,"26,49",27
1,1,1,1,3,3,117,118,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,20,1,0,Normal,"16,71","25,6",1,1,"25,34","25,6"
1,1,1,1,3,3,118,119,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,21,1,1,Falha,0,,0,0,,
1,1,1,1,3,3,119,120,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,22,1,2,Dominante,"21,2","27,3",1,1,"26,81","27,3"
1,1,1,1,3,3,120,121,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,23,1,2,Dominante,"24,57","27,8",1,1,"27,59","27,8"
1,1,1,1,3,3,121,122,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,24,1,0,Normal,"19,83","25,7",1,1,"26,42","25,7"
1,1,1,1,3,3,122,123,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,25,1,0,Normal,"15,85","24,7",1,1,"24,98","24,7"
1,1,1,1,3,3,123,124,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,26,1,0,Normal,"19,39","26,3",1,1,"26,29","26,3"
1,1,1,1,3,3,124,125,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,27,1,0,Normal,"20,79",,0,1,"26,7","26,7"
1,1,1,1,3,3,125,126,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,28,1,1,Falha,0,,0,0,,
1,1,1,1,3,3,126,127,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,29,1,2,Dominante,"21,65","25,6",1,1,"26,92","25,6"
1,1,1,1,3,3,127,128,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,30,1,1,Falha,0,,0,0,,
1,1,1,1,3,3,128,129,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,31,1,1,Falha,0,,0,0,,
1,1,1,1,3,3,129,130,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,32,1,1,Falha,0,,0,0,,
1,1,1,1,3,3,130,131,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,33,1,1,Falha,0,,0,0,,
1,1,1,1,3,3,131,132,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,34,1,2,Dominante,"23,24","27,1",1,1,"27,3","27,1"
1,1,1,1,3,3,132,133,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,35,1,0,Normal,"19,83",,0,1,"26,42","26,42"
1,1,1,1,3,3,133,134,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,36,1,0,Normal,"15,63",,0,1,"24,88","24,88"
1,1,1,1,3,3,134,135,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,37,1,0,Normal,"17,19",,0,1,"25,53","25,53"
1,1,1,1,3,3,135,136,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,38,1,0,Normal,"18,75",,0,1,"26,08","26,08"
1,1,1,1,3,3,136,137,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,39,1,0,Normal,"14,39",,0,1,"24,28","24,28"
1,1,1,1,3,3,137,138,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,40,1,0,Normal,"17,03",,0,1,"25,47","25,47"
1,1,1,1,3,3,138,139,1,28597,2005-08-31,"-47,554103","-21,5738317",4326,500,1,41,1,0,Normal,"16,9",,0,1,"25,42","25,42"
1,1,1,1,4,4,139,140,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,1,1,0,Normal,"19,16",,0,1,"27,73","27,73"
1,1,1,1,4,4,140,141,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,2,1,4,Quebrada,"11,52","7,4",0,0,"21,23","7,4"
1,1,1,1,4,4,141,142,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,3,1,4,Quebrada,"12,41","7,4",0,0,"22,28","7,4"
1,1,1,1,4,4,142,143,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,4,1,0,Normal,"12,35",,0,1,"22,21","22,21"
1,1,1,1,4,4,143,144,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,5,1,2,Dominante,"24,19","30,9",1,1,"30,15","30,9"
1,1,1,1,4,4,144,145,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,6,1,0,Normal,"23,97",,0,1,"30,06","30,06"
1,1,1,1,4,4,145,146,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,7,1,2,Dominante,"24,92","30,7",1,1,"30,43","30,7"
1,1,1,1,4,4,146,147,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,8,1,0,Normal,"14,8",,0,1,"24,63","24,63"
1,1,1,1,4,4,147,148,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,9,1,2,Dominante,"27,79","29,9",1,1,"31,42","29,9"
1,1,1,1,4,4,148,149,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,10,1,0,Normal,"15,79",,0,1,"25,45","25,45"
1,1,1,1,4,4,149,150,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,11,1,0,Normal,"23,33",,0,1,"29,8","29,8"
1,1,1,1,4,4,150,151,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,12,1,0,Normal,"19,54",,0,1,"27,95","27,95"
1,1,1,1,4,4,151,152,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,13,1,1,Falha,0,,0,0,,
1,1,1,1,4,4,152,153,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,14,1,1,Falha,0,,0,0,,
1,1,1,1,4,4,153,154,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,15,1,1,Falha,0,,0,0,,
1,1,1,1,4,4,154,155,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,16,1,4,Quebrada,"10,95",,0,0,"20,5","20,5"
1,1,1,1,4,4,155,156,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,17,1,1,Falha,0,,0,0,,
1,1,1,1,4,4,156,157,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,18,1,0,Normal,"16,97",,0,1,"26,32","26,32"
1,1,1,1,4,4,157,158,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,19,1,0,Normal,"8,37",,0,1,"16,5","16,5"
1,1,1,1,4,4,158,159,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,20,1,0,Normal,"19,03",,0,1,"27,65","27,65"
1,1,1,1,4,4,159,160,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,21,1,0,Normal,"19,89","28,8",1,1,"28,14","28,8"
1,1,1,1,4,4,160,161,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,22,1,0,Normal,"23,62",30,1,1,"29,92",30
1,1,1,1,4,4,161,162,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,23,1,0,Normal,"8,98","17,1",1,1,"17,57","17,1"
1,1,1,1,4,4,162,163,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,24,1,0,Normal,"23,87","30,4",1,1,"30,02","30,4"
1,1,1,1,4,4,163,164,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,25,1,2,Dominante,"24,51","29,7",1,1,"30,28","29,7"
1,1,1,1,4,4,164,165,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,26,1,0,Normal,"15,31","25,5",1,1,"25,06","25,5"
1,1,1,1,4,4,165,166,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,27,1,0,Normal,"23,75","29,8",1,1,"29,97","29,8"
1,1,1,1,4,4,166,167,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,28,1,1,Falha,0,,0,0,,
1,1,1,1,4,4,167,168,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,29,1,0,Normal,"20,05","28,2",1,1,"28,23","28,2"
1,1,1,1,4,4,168,169,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,30,1,0,Normal,"8,63","17,2",1,1,"16,97","17,2"
1,1,1,1,4,4,169,170,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,31,1,0,Normal,"22,95",29,1,1,"29,63",29
1,1,1,1,4,4,170,171,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,32,1,0,Normal,"21,71",,0,1,"29,07","29,07"
1,1,1,1,4,4,171,172,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,33,1,0,Normal,"19,29",,0,1,"27,8","27,8"
1,1,1,1,4,4,172,173,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,34,1,0,Normal,"21,74",,0,1,"29,09","29,09"
1,1,1,1,4,4,173,174,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,35,1,0,Normal,"17,25",,0,1,"26,52","26,52"
1,1,1,1,4,4,174,175,1,28598,2005-08-31,"-47,55407578","-21,57227925",4326,500,1,36,1,0,Normal,"20,59",,0,1,"28,51","28,51"
