"populacao";"area";"an";"pn";"ymstr";"s2ystr";"gle";"errounid";"erroperc";"ytstr";"errototal";"ymha";"erroha"
"Fazenda da Bruna";636,84;136;12736,8;9762,76490865132;17248,5040714515;127,340268113134;343,435893303353;3,51781382135931;124346384,08851;4374274,28582615;195255,298173026;6868,71786606706
