"";"plantio";"parcela";"idestprocnum.x";"idplanmed.x";"idestcad.x";"idestcub.x";"idparcmed";"idfilamed";"idcovamed";"idfustemed";"datamedicao";"x";"y";"srid";"areaparc";"fila";"cova";"fuste";"cat";"desc_cat";"dap";"ht";"usar_hipso";"haprov_total";"htest";"htre";"hdom";"vprod_5";"idestprocnum.y";"idplanmed.y";"idestcad.y";"idestcub.y";"espacamento";"matgen";"area";"dataplantio"
"1";1;28595;1;1;1;1;1;1;1;1;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;1;1;0;"Normal";"14,13";NA;0;1;"22,7655299604755";"22,7655299604755";"29,84";"173,54868627891";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"2";1;28595;1;1;1;1;1;1;3;3;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;3;1;0;"Normal";"18,97";NA;0;1;"26,5116741007214";"26,5116741007214";"29,84";"271,335133086681";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"3";1;28595;1;1;1;1;1;1;4;4;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;4;1;0;"Normal";"20,28";NA;0;1;"27,2843504720373";"27,2843504720373";"29,84";"298,526675610587";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"4";1;28595;1;1;1;1;1;1;5;5;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;5;1;0;"Normal";"19,58";NA;0;1;"26,8815622491016";"26,8815622491016";"29,84";"283,967574909871";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"5";1;28595;1;1;1;1;1;1;6;6;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;6;1;0;"Normal";"17,22";NA;0;1;"25,3401031421942";"25,3401031421942";"29,84";"235,419823774769";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"6";1;28595;1;1;1;1;1;1;7;7;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;7;1;0;"Normal";"12,64";NA;0;1;"21,2183093618279";"21,2183093618279";"29,84";"144,696887278349";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"7";1;28595;1;1;1;1;1;1;8;8;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;8;1;0;"Normal";"13,27";NA;0;1;"21,9014399678834";"21,9014399678834";"29,84";"156,79960342875";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"8";1;28595;1;1;1;1;1;1;9;9;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;9;1;0;"Normal";"17,95";NA;0;1;"25,8500662517975";"25,8500662517975";"29,84";"250,338495050553";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"9";1;28595;1;1;1;1;1;1;10;10;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;10;1;0;"Normal";"9,87";NA;0;1;"17,5937424744098";"17,5937424744098";"29,84";"93,6863985975144";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"10";1;28595;1;1;1;1;1;1;11;11;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;11;1;0;"Normal";"22,73";NA;0;1;"28,5356376058573";"28,5356376058573";"29,84";"349,936008248384";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"11";1;28595;1;1;1;1;1;1;12;12;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;12;1;0;"Normal";"11,65";NA;0;1;"20,0483090711331";"20,0483090711331";"29,84";"126,00998458943";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"12";1;28595;1;1;1;1;1;1;13;13;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;13;1;0;"Normal";"19,54";NA;0;1;"26,8578617754595";"26,8578617754595";"29,84";"283,137604566978";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"13";1;28595;1;1;1;1;1;1;14;14;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;14;1;0;"Normal";"20,85";NA;0;1;"27,5964245543096";"27,5964245543096";"29,84";"310,427696493499";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"14";1;28595;1;1;1;1;1;1;15;15;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;15;1;0;"Normal";"20,44";NA;0;1;"27,3733450145862";"27,3733450145862";"29,84";"301,863317307198";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"15";1;28595;1;1;1;1;1;1;16;16;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;16;1;0;"Normal";"22,22";NA;0;1;"28,2935698410636";"28,2935698410636";"29,84";"339,18247888616";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"16";1;28595;1;1;1;1;1;1;17;17;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;17;1;0;"Normal";"20,75";NA;0;1;"27,5426624110225";"27,5426624110225";"29,84";"308,336972254941";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"17";1;28595;1;1;1;1;1;1;18;18;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;18;1;0;"Normal";"21,71";NA;0;1;"28,0423291672206";"28,0423291672206";"29,84";"328,454719598868";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"18";1;28595;1;1;1;1;1;1;19;19;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;19;1;0;"Normal";"19,67";NA;0;1;"26,9346115225094";"26,9346115225094";"29,84";"285,835810917111";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"19";1;28595;1;1;1;1;1;1;20;20;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;20;1;0;"Normal";"22";NA;0;1;"28,1863461465528";"28,1863461465528";"29,84";"334,551565962723";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"20";1;28595;1;1;1;1;1;1;21;21;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;21;1;0;"Normal";"20,47";"29,6";1;1;"27,3899085504046";"29,6";"29,84";"326,89714822032";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"21";1;28595;1;1;1;1;1;1;22;22;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;22;1;0;"Normal";"18,08";"28,4";1;1;"25,9375741968804";"28,4";"29,84";"277,024572296823";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"22";1;28595;1;1;1;1;1;1;23;23;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;23;1;0;"Normal";"16,01";"27,3";1;1;"24,4189648993623";"27,3";"29,84";"235,80632446936";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"23";1;28595;1;1;1;1;1;1;24;24;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;24;1;0;"Normal";"19,03";"29";1;1;"26,5488753997183";"29";"29,84";"297,740789060275";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"24";1;28595;1;1;1;1;1;1;25;25;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;25;1;0;"Normal";"19,77";"29,1";1;1;"26,9931096777753";"29,1";"29,84";"310,385355788697";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"25";1;28595;1;1;1;1;1;1;26;26;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;26;1;0;"Normal";"22";"29,9";1;1;"28,1863461465528";"29,9";"29,84";"354,891399199991";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"26";1;28595;1;1;1;1;1;1;27;27;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;27;1;0;"Normal";"15,85";"27";1;1;"24,2894131357036";"27";"29,84";"230,884349735554";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"27";1;28595;1;1;1;1;1;1;28;28;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;28;1;2;"Dominante";"24,26";"30";1;1;"29,2114918894268";"30";"29,84";"392,65731279703";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"28";1;28595;1;1;1;1;1;1;29;29;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;29;1;2;"Dominante";"23,97";"30";1;1;"29,0888465909658";"30";"29,84";"387,963549127229";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"29";1;28595;1;1;1;1;1;1;31;31;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;31;1;2;"Dominante";"23,68";"29,8";1;1;"28,9637312958181";"29,8";"29,84";"380,714653554378";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"30";1;28595;1;1;1;1;1;1;32;32;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;32;1;2;"Dominante";"23,01";"30";1;1;"28,6648136543208";"30";"29,84";"372,425572840991";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"31";1;28595;1;1;1;1;1;1;33;33;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;33;1;0;"Normal";"21,07";NA;0;1;"27,7132652041822";"27,7132652041822";"29,84";"315,031385088308";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"32";1;28595;1;1;1;1;1;1;34;34;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;34;1;2;"Dominante";"22,79";"29,4";1;1;"28,5635359597433";"29,4";"29,84";"361,487490876554";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"33";1;28595;1;1;1;1;1;1;36;36;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;36;1;0;"Normal";"21,71";NA;0;1;"28,0423291672206";"28,0423291672206";"29,84";"328,454719598868";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"34";1;28595;1;1;1;1;1;1;37;37;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;37;1;0;"Normal";"21,77";NA;0;1;"28,0723796166306";"28,0723796166306";"29,84";"329,715420001913";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"35";1;28595;1;1;1;1;1;1;38;38;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;38;1;0;"Normal";"21,68";NA;0;1;"28,0272537003849";"28,0272537003849";"29,84";"327,824511301016";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"36";1;28595;1;1;1;1;1;1;39;39;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;39;1;0;"Normal";"22,7";NA;0;1;"28,5216433977927";"28,5216433977927";"29,84";"349,302761588279";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"37";1;28595;1;1;1;1;1;1;40;40;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;40;1;0;"Normal";"19,96";NA;0;1;"27,1029831876161";"27,1029831876161";"29,84";"291,863106670302";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"38";1;28595;1;1;1;1;1;1;41;41;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;41;1;0;"Normal";"12,64";NA;0;1;"21,2183093618279";"21,2183093618279";"29,84";"144,696887278349";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"39";1;28595;1;1;1;1;1;1;42;42;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;42;1;0;"Normal";"19,86";NA;0;1;"27,0453614247689";"27,0453614247689";"29,84";"289,783464283886";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"40";1;28595;1;1;1;1;1;1;43;43;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;43;1;0;"Normal";"22,63";NA;0;1;"28,4888728382986";"28,4888728382986";"29,84";"347,825514281946";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"41";1;28595;1;1;1;1;1;1;44;44;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;44;1;0;"Normal";"11,49";NA;0;1;"19,8471520761636";"19,8471520761636";"29,84";"123,032401384151";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"42";1;28595;1;1;1;1;1;1;45;45;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;45;1;0;"Normal";"14,51";NA;0;1;"23,124305624339";"23,124305624339";"29,84";"181,024572997262";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"43";1;28595;1;1;1;1;1;1;46;46;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;46;1;0;"Normal";"18,05";NA;0;1;"25,9174657802201";"25,9174657802201";"29,84";"252,38949005138";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"44";1;28595;1;1;1;1;1;1;47;47;"2005-08-31";"-47,55579933";"-21,57534049";4326;500;1;47;1;0;"Normal";"20,09";NA;0;1;"27,1772141904279";"27,1772141904279";"29,84";"294,568595989153";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"45";1;28596;1;1;1;1;2;2;48;48;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;1;1;0;"Normal";"20,15";NA;0;1;"26,8892818017885";"26,8892818017885";"28,84";"292,318179355197";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"46";1;28596;1;1;1;1;2;2;49;49;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;2;1;2;"Dominante";"21,26";"28,8";1;1;"27,4835612582391";"28,8";"28,84";"330,337091426438";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"47";1;28596;1;1;1;1;2;2;50;50;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;3;1;3;"Bifurcada Abaixo";"12,32";NA;0;1;"20,60690625002";"20,60690625002";"28,84";"136,969800880546";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"48";1;28596;1;1;1;1;2;2;50;51;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;3;2;3;"Bifurcada Abaixo";"14,83";NA;0;1;"23,1392166718563";"23,1392166718563";"28,84";"185,136152629237";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"49";1;28596;1;1;1;1;2;2;51;52;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;4;1;0;"Normal";"18,72";NA;0;1;"26,0428752488041";"26,0428752488041";"28,84";"263,024568536342";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"50";1;28596;1;1;1;1;2;2;52;53;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;5;1;0;"Normal";"10,15";NA;0;1;"17,8004159190121";"17,8004159190121";"28,84";"97,4759273486052";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"51";1;28596;1;1;1;1;2;2;53;54;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;6;1;0;"Normal";"15,79";NA;0;1;"23,953546102668";"23,953546102668";"28,84";"204,057898111618";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"52";1;28596;1;1;1;1;2;2;54;55;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;7;1;0;"Normal";"18,49";NA;0;1;"25,8972862564192";"25,8972862564192";"28,84";"258,340624483719";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"53";1;28596;1;1;1;1;2;2;55;56;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;8;1;0;"Normal";"16,49";NA;0;1;"24,5030500827199";"24,5030500827199";"28,84";"217,992869317104";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"54";1;28596;1;1;1;1;2;2;56;57;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;9;1;0;"Normal";"17,32";NA;0;1;"25,1112352668507";"25,1112352668507";"28,84";"234,648332447386";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"55";1;28596;1;1;1;1;2;2;57;58;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;10;1;0;"Normal";"14,74";NA;0;1;"23,0589805796855";"23,0589805796855";"28,84";"183,3745302353";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"56";1;28596;1;1;1;1;2;2;58;59;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;11;1;0;"Normal";"19,8";NA;0;1;"26,6910048855722";"26,6910048855722";"28,84";"285,122624574158";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"57";1;28596;1;1;1;1;2;2;59;60;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;12;1;0;"Normal";"16,77";NA;0;1;"24,7132594275906";"24,7132594275906";"28,84";"223,596284865635";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"58";1;28596;1;1;1;1;2;2;60;61;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;13;1;0;"Normal";"20,5";NA;0;1;"27,0821865058925";"27,0821865058925";"28,84";"299,529198518292";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"59";1;28596;1;1;1;1;2;2;61;62;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;14;1;0;"Normal";"9,61";NA;0;1;"16,9881408875746";"16,9881408875746";"28,84";"88,0785955568316";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"60";1;28596;1;1;1;1;2;2;62;63;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;15;1;0;"Normal";"18,62";NA;0;1;"25,9799174940891";"25,9799174940891";"28,84";"260,987065200373";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"61";1;28596;1;1;1;1;2;2;63;64;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;16;1;0;"Normal";"16,27";NA;0;1;"24,3341209546057";"24,3341209546057";"28,84";"213,601694333754";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"62";1;28596;1;1;1;1;2;2;64;65;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;17;1;0;"Normal";"17,95";NA;0;1;"25,5442326423021";"25,5442326423021";"28,84";"247,37672602485";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"63";1;28596;1;1;1;1;2;2;65;66;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;18;1;0;"Normal";"14,9";NA;0;1;"23,2011423909147";"23,2011423909147";"28,84";"186,507830742443";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"64";1;28596;1;1;1;1;2;2;66;67;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;19;1;0;"Normal";"16,39";NA;0;1;"24,4266815979423";"24,4266815979423";"28,84";"215,995601079434";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"65";1;28596;1;1;1;1;2;2;67;68;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;20;1;0;"Normal";"17,51";NA;0;1;"25,2443135505898";"25,2443135505898";"28,84";"238,479594390328";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"66";1;28596;1;1;1;1;2;2;68;69;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;21;1;0;"Normal";"19,64";NA;0;1;"26,5985146301385";"26,5985146301385";"28,84";"281,838572016549";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"67";1;28596;1;1;1;1;2;2;69;70;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;22;1;0;"Normal";"14,48";NA;0;1;"22,8232103701057";"22,8232103701057";"28,84";"178,298098974354";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"68";1;28596;1;1;1;1;2;2;70;71;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;23;1;0;"Normal";"17,63";"26,3";1;1;"25,3272394117454";"26,3";"28,84";"250,155223834892";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"69";1;28596;1;1;1;1;2;2;71;72;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;24;1;0;"Normal";"16,3";"27";1;1;"24,357355828119";"27";"28,84";"237,439433481306";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"70";1;28596;1;1;1;1;2;2;72;73;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;25;1;0;"Normal";"16,9";"27";1;1;"24,8090814891439";"27";"28,84";"246,179545142309";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"71";1;28596;1;1;1;1;2;2;73;74;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;26;1;0;"Normal";"15,63";"26,2";1;1;"23,8228890566294";"26,2";"28,84";"220,933578656104";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"72";1;28596;1;1;1;1;2;2;74;75;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;27;1;0;"Normal";"15,6";"26,4";1;1;"23,7981730661972";"26,4";"28,84";"222,192800175837";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"73";1;28596;1;1;1;1;2;2;75;76;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;28;1;0;"Normal";"15,12";"26,2";1;1;"23,3930779825425";"26,2";"28,84";"213,724605074974";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"74";1;28596;1;1;1;1;2;2;76;77;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;29;1;0;"Normal";"18,02";"27,3";1;1;"25,5909135705567";"27,3";"28,84";"265,411024912216";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"75";1;28596;1;1;1;1;2;2;77;78;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;30;1;0;"Normal";"18,37";"28";1;1;"25,8202112338353";"28";"28,84";"277,503663849243";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"76";1;28596;1;1;1;1;2;2;78;79;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;31;1;0;"Normal";"18,18";"27,7";1;1;"25,696576695781";"27,7";"28,84";"271,690953044306";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"77";1;28596;1;1;1;1;2;2;79;80;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;32;1;0;"Normal";"18,62";"28,3";1;1;"25,9799174940891";"28,3";"28,84";"284,293972328856";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"78";1;28596;1;1;1;1;2;2;80;81;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;33;1;0;"Normal";"18,33";"27,2";1;1;"25,7943468671508";"27,2";"28,84";"268,987997524007";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"79";1;28596;1;1;1;1;2;2;81;82;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;34;1;0;"Normal";"19,86";"28,2";1;1;"26,7253862098478";"28,2";"28,84";"302,155092862673";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"80";1;28596;1;1;1;1;2;2;82;83;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;35;1;0;"Normal";"19,64";NA;0;1;"26,5985146301385";"26,5985146301385";"28,84";"281,838572016549";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"81";1;28596;1;1;1;1;2;2;83;84;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;36;1;0;"Normal";"19,32";NA;0;1;"26,4099388227147";"26,4099388227147";"28,84";"275,28089546313";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"82";1;28596;1;1;1;1;2;2;84;85;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;37;1;0;"Normal";"16,97";NA;0;1;"24,860221251384";"24,860221251384";"28,84";"227,608423059107";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"83";1;28596;1;1;1;1;2;2;85;86;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;38;1;0;"Normal";"18,46";NA;0;1;"25,8780899712955";"25,8780899712955";"28,84";"257,730283247561";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"84";1;28596;1;1;1;1;2;2;86;87;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;39;1;0;"Normal";"18,18";NA;0;1;"25,696576695781";"25,696576695781";"28,84";"252,040700810572";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"85";1;28596;1;1;1;1;2;2;87;88;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;40;1;0;"Normal";"19,29";NA;0;1;"26,3920091181141";"26,3920091181141";"28,84";"274,666842280758";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"86";1;28596;1;1;1;1;2;2;88;89;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;41;1;0;"Normal";"18,4";NA;0;1;"25,8395526368069";"25,8395526368069";"28,84";"256,510027892597";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"87";1;28596;1;1;1;1;2;2;89;90;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;42;1;0;"Normal";"19,32";NA;0;1;"26,4099388227147";"26,4099388227147";"28,84";"275,28089546313";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"88";1;28596;1;1;1;1;2;2;90;91;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;43;1;2;"Dominante";"21,49";"29,2";1;1;"27,6005367963626";"29,2";"28,84";"338,548476332998";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"89";1;28596;1;1;1;1;2;2;91;92;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;44;1;2;"Dominante";"20,72";"28,5";1;1;"27,2007861270011";"28,5";"28,84";"318,592973979455";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"90";1;28596;1;1;1;1;2;2;92;93;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;45;1;0;"Normal";"10,7";NA;0;1;"18,5774230586914";"18,5774230586914";"28,84";"107,243374893967";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"91";1;28596;1;1;1;1;2;2;93;94;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;46;1;2;"Dominante";"21,2";"29,2";1;1;"27,4527114424315";"29,2";"28,84";"333,979879694392";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"92";1;28596;1;1;1;1;2;2;94;95;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;47;1;0;"Normal";"18,94";NA;0;1;"26,1795644888391";"26,1795644888391";"28,84";"267,512413157056";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"93";1;28596;1;1;1;1;2;2;95;96;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;48;1;0;"Normal";"19,19";NA;0;1;"26,33192748343";"26,33192748343";"28,84";"272,620918971346";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"94";1;28596;1;1;1;1;2;2;96;97;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;49;1;2;"Dominante";"20,88";"28,5";1;1;"27,2857883319431";"28,5";"28,84";"321,053153558109";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"95";1;28596;1;1;1;1;2;2;97;98;"2005-08-31";"-47,55577241";"-21,5738061";4326;500;1;50;1;0;"Normal";"11,52";NA;0;1;"19,6498767333007";"19,6498767333007";"28,84";"122,127533428406";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"96";1;28597;1;1;1;1;3;3;98;99;"2005-08-31";"-47,554103";"-21,5738317";4326;500;1;1;1;0;"Normal";"17,54";NA;0;1;"24,7220853701329";"24,7220853701329";"27,1";"233,946312486111";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"97";1;28597;1;1;1;1;3;3;99;100;"2005-08-31";"-47,554103";"-21,5738317";4326;500;1;2;1;0;"Normal";"14,71";NA;0;1;"22,5370354703404";"22,5370354703404";"27,1";"178,859036561151";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"98";1;28597;1;1;1;1;3;3;100;101;"2005-08-31";"-47,554103";"-21,5738317";4326;500;1;3;1;0;"Normal";"20,34";NA;0;1;"26,4144400203694";"26,4144400203694";"27,1";"289,863767387093";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"99";1;28597;1;1;1;1;3;3;101;102;"2005-08-31";"-47,554103";"-21,5738317";4326;500;1;4;1;0;"Normal";"18,08";NA;0;1;"25,0798071838319";"25,0798071838319";"27,1";"244,638128816473";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
"100";1;28597;1;1;1;1;3;3;106;107;"2005-08-31";"-47,554103";"-21,5738317";4326;500;1;9;1;0;"Normal";"19,48";NA;0;1;"25,9351471405297";"25,9351471405297";"27,1";"272,570736246356";1;1;1;1;"300x300";1;"39,27";"1998-01-30"
